Wavelength,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,25,30,35,40,45,50,55,60
1000,3.71E-02,0.031825829,0.026224393,0.034691983,0.036452251,0.027961055,0.030974403,0.029910764,0.030888061,0.048786338,0.031251364,0.023355206,0.032863845,0.032281523,0.035439007,0.044362718,0.036211598,0.026451341,0.042349882,0.034005889,0.035824368,0.031442367,0.02620821,0.036545003,0.028594026,0.031773424,0.035329245,0.037534757,0.023994697
1001,3.15E-02,0.045476321,0.029321872,0.035898933,0.038174283,0.027655034,0.042959986,0.025684909,0.028694462,0.035326122,0.048987341,0.026663167,0.031201564,0.028728239,0.030385266,0.036382518,0.033057439,0.023941952,0.034830543,0.027988714,0.041440426,0.03232742,0.017979903,0.031446429,0.037320666,0.025976969,0.025620171,0.031639378,0.033021668
1002,4.76E-02,0.031207606,0.040233327,0.037872211,0.040594678,0.035599263,0.036589479,0.045178123,0.038999363,0.032332992,0.041652056,0.0324303,0.036968552,0.030683325,0.038486564,0.035075408,0.029833958,0.034438343,0.042075286,0.026080736,0.033922745,0.03492402,0.029584316,0.034840051,0.032349201,0.033279295,0.029771462,0.038099821,0.039141429
1003,3.80E-02,0.049967141,0.037612527,0.035152468,0.049698426,0.041099248,0.023257351,0.020803458,0.026205175,0.034446907,0.033005208,0.036355016,0.034361318,0.020859428,0.028908991,0.025478162,0.034601216,0.031377659,0.036636607,0.033951859,0.034464037,0.035187056,0.026971074,0.033663191,0.034361318,0.029450093,0.038204039,0.032887732,0.032854203
1004,3.52E-02,0.041067621,0.046922969,0.02745137,0.054268541,0.038363367,0.028362863,0.024690004,0.026671531,0.042780553,0.038539564,0.028638776,0.020258788,0.03602399,0.032835999,0.030444576,0.03677848,0.035125264,0.029457858,0.03532779,0.035412341,0.032072781,0.039141678,0.026137087,0.038716167,0.030349985,0.034788963,0.037714953,0.041597831
1005,2.90E-02,0.02364099,0.027218297,0.024447676,0.04024685,0.019807435,0.03236833,0.016083779,0.040400945,0.035462735,0.030696356,0.027250793,0.008441146,0.019329506,0.028894817,0.029916421,0.017875022,0.021144333,0.021263207,0.036375105,0.017216229,0.03184723,0.026732649,0.027267046,0.025090562,0.021456846,0.019242999,0.027380926,0.026042379
1006,3.35E-02,0.03537077,0.034893508,0.042460741,0.027309784,0.023462653,0.037275806,0.036075195,0.033680297,0.036560101,0.028246229,0.032159067,0.027111908,0.028696058,0.033330216,0.024010657,0.031865186,0.027830114,0.025224419,0.030429874,0.027386048,0.023692807,0.022197781,0.033580101,0.029589007,0.030509732,0.02453426,0.036768876,0.027753339
1007,3.09E-02,0.029838361,0.020470691,0.031897845,0.043622348,0.030812889,0.042725864,0.026490496,0.029744788,0.033343772,0.026520174,0.030339606,0.027900224,0.029186057,0.033738784,0.028249828,0.03425225,0.028723974,0.03365631,0.039486579,0.032527807,0.023350322,0.022342611,0.034752654,0.037515387,0.030892088,0.026431182,0.032252513,0.026342313
1008,3.21E-02,0.036694404,0.033983566,0.040133504,0.032151109,0.021790117,0.021574918,0.020453721,0.024671438,0.024957726,0.026903839,0.031550347,0.025063516,0.031967015,0.031733385,0.029164338,0.027985279,0.022877332,0.030102613,0.032487024,0.029939946,0.022571017,0.030135191,0.031384351,0.023420647,0.024506264,0.023671834,0.028811706,0.026609055
