Wavelength,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1161,4.36E-07,4.37435E-07,4.401E-07,4.45688E-07,4.42368E-07,4.44544E-07,4.44025E-07,4.42265E-07,4.33061E-07,4.26831E-07,4.18824E-07,4.11639E-07,4.20886E-07,4.21674E-07,4.11158E-07,4.16968E-07,4.20394E-07,4.21181E-07,4.19903E-07,4.13472E-07,4.19412E-07,4.20394E-07,4.18041E-07,4.20394E-07,4.20886E-07,4.2713E-07,4.30438E-07,4.28931E-07,4.26332E-07,4.36006E-07,4.24939E-07
1162.1,4.37E-07,4.38348E-07,4.38656E-07,4.45684E-07,4.45267E-07,4.4558E-07,4.46309E-07,4.38964E-07,4.31031E-07,4.23735E-07,4.17634E-07,4.12004E-07,4.20969E-07,4.20673E-07,4.12197E-07,4.1384E-07,4.20673E-07,4.20575E-07,4.22646E-07,4.13743E-07,4.21955E-07,4.18906E-07,4.17438E-07,4.23042E-07,4.1969E-07,4.29221E-07,4.27418E-07,4.29924E-07,4.26818E-07,4.37836E-07,4.23834E-07
1163.2,4.41E-07,4.40488E-07,4.45758E-07,4.4659E-07,4.4962E-07,4.4962E-07,4.4983E-07,4.42134E-07,4.32042E-07,4.32546E-07,4.25539E-07,4.11572E-07,4.24448E-07,4.21389E-07,4.14077E-07,4.17571E-07,4.22275E-07,4.20996E-07,4.22669E-07,4.14561E-07,4.23756E-07,4.21487E-07,4.19623E-07,4.24349E-07,4.21291E-07,4.28628E-07,4.28528E-07,4.31739E-07,4.31337E-07,4.35482E-07,4.26633E-07
1164.3,4.41E-07,4.40782E-07,4.43774E-07,4.48666E-07,4.49399E-07,4.48771E-07,4.50134E-07,4.4274E-07,4.35569E-07,4.32329E-07,4.2354E-07,4.15801E-07,4.26616E-07,4.25423E-07,4.13092E-07,4.19115E-07,4.23738E-07,4.26019E-07,4.25721E-07,4.17162E-07,4.27713E-07,4.21765E-07,4.21863E-07,4.27513E-07,4.2592E-07,4.28012E-07,4.30617E-07,4.34047E-07,4.36383E-07,4.35772E-07,4.28112E-07
1165.4,4.46E-07,4.41384E-07,4.48536E-07,4.50106E-07,4.51261E-07,4.50001E-07,4.50631E-07,4.49687E-07,4.378E-07,4.29915E-07,4.26025E-07,4.18252E-07,4.23945E-07,4.2672E-07,4.17083E-07,4.20304E-07,4.25132E-07,4.28614E-07,4.29414E-07,4.19619E-07,4.27218E-07,4.28115E-07,4.2434E-07,4.31722E-07,4.26621E-07,4.31521E-07,4.34143E-07,4.33941E-07,4.378E-07,4.38514E-07,4.29514E-07
1166.5,4.46E-07,4.44793E-07,4.49389E-07,4.52549E-07,4.5044E-07,4.52866E-07,4.56584E-07,4.47712E-07,4.39729E-07,4.32796E-07,4.26369E-07,4.20921E-07,4.28768E-07,4.29872E-07,4.21808E-07,4.20233E-07,4.29772E-07,4.30274E-07,4.27467E-07,4.24281E-07,4.29872E-07,4.24578E-07,4.25871E-07,4.31584E-07,4.27667E-07,4.34417E-07,4.32796E-07,4.40037E-07,4.36555E-07,4.39935E-07,4.33099E-07
1167.6,4.50E-07,4.48961E-07,4.5064E-07,4.54866E-07,4.56354E-07,4.56887E-07,4.56674E-07,4.52009E-07,4.41377E-07,4.36154E-07,4.35137E-07,4.26487E-07,4.30589E-07,4.31193E-07,4.24202E-07,4.26586E-07,4.30187E-07,4.30589E-07,4.33616E-07,4.27085E-07,4.34021E-07,4.29485E-07,4.27185E-07,4.36969E-07,4.30891E-07,4.35747E-07,4.39835E-07,4.40348E-07,4.40657E-07,4.43442E-07,4.33818E-07
1168.7,4.53E-07,4.51848E-07,4.52481E-07,4.57681E-07,4.58536E-07,4.59392E-07,4.60036E-07,4.52692E-07,4.47547E-07,4.38554E-07,4.30242E-07,4.29539E-07,4.36716E-07,4.34886E-07,4.25448E-07,4.30141E-07,4.31851E-07,4.35698E-07,4.32457E-07,4.27539E-07,4.37124E-07,4.33872E-07,4.30543E-07,4.36818E-07,4.35393E-07,4.42254E-07,4.42667E-07,4.38759E-07,4.38759E-07,4.49745E-07,4.36614E-07
1169.8,4.56E-07,4.5579E-07,4.59302E-07,4.63596E-07,4.63164E-07,4.62411E-07,4.63488E-07,4.59837E-07,4.54202E-07,4.42623E-07,4.39135E-07,4.29932E-07,4.39135E-07,4.35876E-07,4.31235E-07,4.3791E-07,4.36079E-07,4.37604E-07,4.40978E-07,4.32542E-07,4.39544E-07,4.36384E-07,4.37502E-07,4.41286E-07,4.42108E-07,4.45723E-07,4.41286E-07,4.43964E-07,4.48845E-07,4.501E-07,4.46242E-07
1170.9,4.59E-07,4.59174E-07,4.64759E-07,4.68447E-07,4.653E-07,4.68883E-07,4.69537E-07,4.60029E-07,4.57788E-07,4.47058E-07,4.41992E-07,4.33237E-07,4.40555E-07,4.43124E-07,4.32834E-07,4.39429E-07,4.42094E-07,4.4333E-07,4.4076E-07,4.34549E-07,4.44466E-07,4.39429E-07,4.39633E-07,4.44156E-07,4.44466E-07,4.47265E-07,4.45708E-07,4.4862E-07,4.50397E-07,4.54078E-07,4.47058E-07
1172,4.60E-07,4.59729E-07,4.66194E-07,4.69132E-07,4.66954E-07,4.69897E-07,4.68151E-07,4.64677E-07,4.55256E-07,4.49046E-07,4.4261E-07,4.39938E-07,4.46648E-07,4.44987E-07,4.35453E-07,4.37996E-07,4.40553E-07,4.43642E-07,4.49046E-07,4.382E-07,4.48106E-07,4.39631E-07,4.41683E-07,4.44572E-07,4.4478E-07,4.49883E-07,4.49674E-07,4.49988E-07,4.49674E-07,4.56423E-07,4.46856E-07
1173.1,4.61E-07,4.63103E-07,4.65159E-07,4.67333E-07,4.6897E-07,4.73032E-07,4.69517E-07,4.67115E-07,4.60304E-07,4.46662E-07,4.44376E-07,4.35955E-07,4.45726E-07,4.39633E-07,4.34838E-07,4.40351E-07,4.44065E-07,4.4303E-07,4.44583E-07,4.38813E-07,4.4896E-07,4.42204E-07,4.41895E-07,4.46246E-07,4.44791E-07,4.51059E-07,4.50429E-07,4.5338E-07,4.51586E-07,4.58376E-07,4.51375E-07
1174.2,4.68E-07,4.65855E-07,4.74707E-07,4.72835E-07,4.72286E-07,4.74046E-07,4.69987E-07,4.69878E-07,4.60472E-07,4.50624E-07,4.47908E-07,4.39858E-07,4.49996E-07,4.46245E-07,4.42217E-07,4.43659E-07,4.48116E-07,4.45312E-07,4.501E-07,4.40165E-07,4.50833E-07,4.44485E-07,4.44175E-07,4.51988E-07,4.45727E-07,4.50624E-07,4.51988E-07,4.55257E-07,4.5706E-07,4.59617E-07,4.53251E-07
1175.3,4.66E-07,4.65727E-07,4.73381E-07,4.76145E-07,4.74706E-07,4.77366E-07,4.73491E-07,4.69648E-07,4.63346E-07,4.51308E-07,4.46393E-07,4.4256E-07,4.50573E-07,4.47643E-07,4.40708E-07,4.42354E-07,4.48269E-07,4.48269E-07,4.53205E-07,4.42148E-07,4.51624E-07,4.45769E-07,4.45458E-07,4.52045E-07,4.45354E-07,4.54897E-07,4.55321E-07,4.57128E-07,4.58408E-07,4.63562E-07,4.55215E-07
1176.4,4.67E-07,4.65193E-07,4.6923E-07,4.77297E-07,4.74297E-07,4.75184E-07,4.72639E-07,4.68354E-07,4.60329E-07,4.51911E-07,4.42506E-07,4.4292E-07,4.51384E-07,4.45515E-07,4.38696E-07,4.42403E-07,4.4562E-07,4.46141E-07,4.51911E-07,4.39517E-07,4.51595E-07,4.45828E-07,4.47289E-07,4.51278E-07,4.44891E-07,4.49384E-07,4.51278E-07,4.53604E-07,4.52651E-07,4.60975E-07,4.51806E-07
1177.5,4.66E-07,4.64885E-07,4.73848E-07,4.72526E-07,4.75395E-07,4.77281E-07,4.72636E-07,4.71646E-07,4.61971E-07,4.53231E-07,4.49341E-07,4.43515E-07,4.52071E-07,4.46835E-07,4.37969E-07,4.45276E-07,4.48608E-07,4.48399E-07,4.52809E-07,4.39708E-07,4.51965E-07,4.45172E-07,4.49969E-07,4.5302E-07,4.46211E-07,4.52387E-07,4.53125E-07,4.55241E-07,4.57794E-07,4.61326E-07,4.53759E-07
1178.6,4.67E-07,4.68326E-07,4.69856E-07,4.72381E-07,4.72821E-07,4.76914E-07,4.7647E-07,4.68326E-07,4.61931E-07,4.53715E-07,4.47726E-07,4.43467E-07,4.50763E-07,4.45332E-07,4.43364E-07,4.45228E-07,4.49399E-07,4.48981E-07,4.50553E-07,4.4357E-07,4.52448E-07,4.45332E-07,4.52764E-07,4.50869E-07,4.42744E-07,4.53715E-07,4.54244E-07,4.58606E-07,4.59034E-07,4.6463E-07,4.53081E-07
1179.7,4.67E-07,4.66608E-07,4.72952E-07,4.74386E-07,4.75602E-07,4.76933E-07,4.74607E-07,4.6737E-07,4.60671E-07,4.51746E-07,4.45787E-07,4.40932E-07,4.5143E-07,4.49018E-07,4.43302E-07,4.47035E-07,4.47348E-07,4.46827E-07,4.49332E-07,4.41755E-07,4.53432E-07,4.48287E-07,4.47139E-07,4.56399E-07,4.45787E-07,4.51535E-07,4.54067E-07,4.56612E-07,4.60885E-07,4.65198E-07,4.53855E-07
1180.8,4.67E-07,4.66202E-07,4.71885E-07,4.73426E-07,4.74199E-07,4.72655E-07,4.72214E-07,4.67943E-07,4.622E-07,4.54828E-07,4.45386E-07,4.37054E-07,4.50397E-07,4.45282E-07,4.40429E-07,4.42385E-07,4.4466E-07,4.46633E-07,4.50082E-07,4.39916E-07,4.53452E-07,4.43831E-07,4.46113E-07,4.51553E-07,4.42488E-07,4.51238E-07,4.51975E-07,4.54828E-07,4.57272E-07,4.62955E-07,4.49768E-07
1181.9,4.68E-07,4.64001E-07,4.73606E-07,4.77926E-07,4.73165E-07,4.75816E-07,4.74379E-07,4.69435E-07,4.61093E-07,4.5703E-07,4.45884E-07,4.40617E-07,4.50058E-07,4.47028E-07,4.42057E-07,4.45365E-07,4.47757E-07,4.46196E-07,4.51528E-07,4.43708E-07,4.50373E-07,4.44225E-07,4.48384E-07,4.48802E-07,4.43398E-07,4.53003E-07,4.52054E-07,4.58416E-07,4.5895E-07,4.60234E-07,4.52581E-07
1183,4.66E-07,4.65182E-07,4.72279E-07,4.72279E-07,4.7151E-07,4.74153E-07,4.73601E-07,4.691E-07,4.6205E-07,4.51723E-07,4.46178E-07,4.43896E-07,4.47636E-07,4.4701E-07,4.39981E-07,4.45554E-07,4.47427E-07,4.48158E-07,4.51302E-07,4.43896E-07,4.49518E-07,4.48994E-07,4.49937E-07,4.49099E-07,4.43585E-07,4.51618E-07,4.52883E-07,4.58297E-07,4.60438E-07,4.59902E-07,4.53728E-07
1184.1,4.69E-07,4.66903E-07,4.72478E-07,4.7601E-07,4.76786E-07,4.78008E-07,4.73358E-07,4.67882E-07,4.62253E-07,4.56054E-07,4.45558E-07,4.43178E-07,4.47013E-07,4.50776E-07,4.45039E-07,4.47951E-07,4.47638E-07,4.47846E-07,4.47638E-07,4.44729E-07,4.49518E-07,4.48055E-07,4.5288E-07,4.51511E-07,4.48055E-07,4.51196E-07,4.52458E-07,4.59571E-07,4.57436E-07,4.63007E-07,4.52353E-07
1185.2,4.69E-07,4.69573E-07,4.73748E-07,4.75516E-07,4.75627E-07,4.79743E-07,4.78627E-07,4.68153E-07,4.64569E-07,4.54929E-07,4.49764E-07,4.45279E-07,4.4809E-07,4.52392E-07,4.41456E-07,4.50603E-07,4.48299E-07,4.49659E-07,4.54929E-07,4.4053E-07,4.53447E-07,4.48508E-07,4.52076E-07,4.54082E-07,4.4924E-07,4.49764E-07,4.55353E-07,4.59403E-07,4.61333E-07,4.64136E-07,4.55565E-07
1186.3,4.77E-07,4.74651E-07,4.78976E-07,4.79757E-07,4.81321E-07,4.82218E-07,4.81994E-07,4.73768E-07,4.68725E-07,4.57306E-07,4.52753E-07,4.46578E-07,4.52648E-07,4.53069E-07,4.49393E-07,4.51595E-07,4.5107E-07,4.53702E-07,4.58158E-07,4.4689E-07,4.58478E-07,4.53597E-07,4.50231E-07,4.57306E-07,4.53069E-07,4.55607E-07,4.59867E-07,4.63844E-07,4.65032E-07,4.67963E-07,4.58585E-07
1187.4,4.78E-07,4.77282E-07,4.79062E-07,4.84892E-07,4.82754E-07,4.88288E-07,4.83316E-07,4.79508E-07,4.7319E-07,4.60801E-07,4.54305E-07,4.49675E-07,4.54305E-07,4.54728E-07,4.51143E-07,4.53776E-07,4.53565E-07,4.55894E-07,4.57914E-07,4.53987E-07,4.57063E-07,4.55151E-07,4.55257E-07,4.60158E-07,4.52721E-07,4.60587E-07,4.6403E-07,4.6403E-07,4.65328E-07,4.69789E-07,4.62198E-07
1188.5,4.80E-07,4.77462E-07,4.83947E-07,4.86655E-07,4.87334E-07,4.85638E-07,4.88924E-07,4.79465E-07,4.73151E-07,4.62163E-07,4.57563E-07,4.56287E-07,4.56075E-07,4.57776E-07,4.53851E-07,4.55862E-07,4.58309E-07,4.58949E-07,4.63995E-07,4.54063E-07,4.61089E-07,4.55544E-07,4.60232E-07,4.62917E-07,4.57137E-07,4.62594E-07,4.68551E-07,4.62486E-07,4.69314E-07,4.75247E-07,4.6324E-07
1189.6,4.82E-07,4.82588E-07,4.85178E-07,4.89259E-07,4.87781E-07,4.87895E-07,4.90399E-07,4.81354E-07,4.76117E-07,4.63756E-07,4.58388E-07,4.56577E-07,4.60099E-07,4.58709E-07,4.52239E-07,4.56365E-07,4.58922E-07,4.59564E-07,4.60314E-07,4.55303E-07,4.62032E-07,4.57642E-07,4.58175E-07,4.6354E-07,4.58068E-07,4.65378E-07,4.67768E-07,4.65053E-07,4.70389E-07,4.73134E-07,4.67877E-07
1190.7,4.83E-07,4.81746E-07,4.83546E-07,4.85691E-07,4.86597E-07,4.88528E-07,4.89668E-07,4.81185E-07,4.75833E-07,4.64112E-07,4.62492E-07,4.55429E-07,4.59268E-07,4.62599E-07,4.53416E-07,4.5884E-07,4.59697E-07,4.62384E-07,4.63139E-07,4.56067E-07,4.64004E-07,4.55854E-07,4.60018E-07,4.62707E-07,4.60447E-07,4.65087E-07,4.68569E-07,4.68569E-07,4.71747E-07,4.74725E-07,4.64545E-07
1191.8,4.85E-07,4.8209E-07,4.88408E-07,4.90913E-07,4.8909E-07,4.90799E-07,4.88068E-07,4.82314E-07,4.76517E-07,4.65237E-07,4.60606E-07,4.57935E-07,4.62754E-07,4.60606E-07,4.57403E-07,4.58788E-07,4.61787E-07,4.61679E-07,4.66429E-07,4.55385E-07,4.6632E-07,4.61357E-07,4.60606E-07,4.64264E-07,4.61357E-07,4.6567E-07,4.71885E-07,4.71008E-07,4.71337E-07,4.77515E-07,4.68822E-07
1192.9,4.83E-07,4.84736E-07,4.84059E-07,4.88821E-07,4.89048E-07,4.87455E-07,4.8791E-07,4.83495E-07,4.7423E-07,4.69499E-07,4.59105E-07,4.57181E-07,4.62113E-07,4.62976E-07,4.5964E-07,4.58891E-07,4.61036E-07,4.61897E-07,4.6276E-07,4.53781E-07,4.68296E-07,4.60929E-07,4.62436E-07,4.64706E-07,4.6276E-07,4.68515E-07,4.69609E-07,4.70266E-07,4.70376E-07,4.7423E-07,4.67206E-07
1194,4.86E-07,4.82848E-07,4.91112E-07,4.90541E-07,4.90998E-07,4.89744E-07,4.90427E-07,4.86793E-07,4.78489E-07,4.65214E-07,4.62947E-07,4.55364E-07,4.62194E-07,4.63378E-07,4.57913E-07,4.63055E-07,4.6543E-07,4.64133E-07,4.65322E-07,4.577E-07,4.69016E-07,4.62624E-07,4.64781E-07,4.65863E-07,4.61657E-07,4.70436E-07,4.70874E-07,4.7186E-07,4.77156E-07,4.8005E-07,4.71312E-07
1195.1,4.84E-07,4.81334E-07,4.88897E-07,4.88897E-07,4.91521E-07,4.89011E-07,4.90607E-07,4.83579E-07,4.75322E-07,4.66769E-07,4.63844E-07,4.54859E-07,4.60079E-07,4.64276E-07,4.53907E-07,4.62227E-07,4.63304E-07,4.64168E-07,4.68293E-07,4.59544E-07,4.66226E-07,4.62657E-07,4.6352E-07,4.64708E-07,4.59544E-07,4.72014E-07,4.70697E-07,4.71355E-07,4.73555E-07,4.77873E-07,4.71355E-07
1196.2,4.84E-07,4.83825E-07,4.87662E-07,4.94163E-07,4.91644E-07,4.91187E-07,4.93704E-07,4.86305E-07,4.77349E-07,4.69646E-07,4.65733E-07,4.5971E-07,4.63789E-07,4.65733E-07,4.5875E-07,4.63143E-07,4.63143E-07,4.67468E-07,4.68774E-07,4.56834E-07,4.65409E-07,4.64868E-07,4.63789E-07,4.65842E-07,4.61638E-07,4.69646E-07,4.7052E-07,4.73922E-07,4.76019E-07,4.76241E-07,4.72163E-07
1197.3,4.88E-07,4.83644E-07,4.88506E-07,4.91127E-07,4.92156E-07,4.91355E-07,4.91698E-07,4.85335E-07,4.77828E-07,4.67163E-07,4.65319E-07,4.56734E-07,4.65535E-07,4.63697E-07,4.57905E-07,4.59507E-07,4.65319E-07,4.63373E-07,4.65319E-07,4.59614E-07,4.68797E-07,4.6305E-07,4.62727E-07,4.67707E-07,4.60363E-07,4.70217E-07,4.71094E-07,4.77161E-07,4.75499E-07,4.80057E-07,4.70874E-07
1198.4,4.90E-07,4.85478E-07,4.90345E-07,4.94917E-07,4.95492E-07,4.97911E-07,4.94343E-07,4.88982E-07,4.81327E-07,4.75333E-07,4.6724E-07,4.60243E-07,4.66265E-07,4.6985E-07,4.60778E-07,4.6389E-07,4.67131E-07,4.69741E-07,4.69196E-07,4.61634E-07,4.70068E-07,4.64105E-07,4.64536E-07,4.68217E-07,4.64213E-07,4.73462E-07,4.76991E-07,4.75665E-07,4.78654E-07,4.80881E-07,4.73902E-07
1199.5,4.89E-07,4.90133E-07,4.92077E-07,4.93224E-07,4.93338E-07,4.9668E-07,4.96102E-07,4.88879E-07,4.80528E-07,4.72978E-07,4.6892E-07,4.61121E-07,4.67284E-07,4.71109E-07,4.5994E-07,4.62735E-07,4.67393E-07,4.72318E-07,4.70452E-07,4.60799E-07,4.71219E-07,4.67938E-07,4.67938E-07,4.69029E-07,4.67284E-07,4.74081E-07,4.73861E-07,4.75408E-07,4.7685E-07,4.82771E-07,4.74302E-07
1200.6,4.94E-07,4.90845E-07,4.92108E-07,4.94874E-07,4.98585E-07,4.98004E-07,4.96726E-07,4.92568E-07,4.81646E-07,4.74054E-07,4.67563E-07,4.63862E-07,4.67454E-07,4.68329E-07,4.62888E-07,4.64731E-07,4.67236E-07,4.68219E-07,4.71513E-07,4.61267E-07,4.71183E-07,4.68219E-07,4.67126E-07,4.74165E-07,4.66908E-07,4.75163E-07,4.7583E-07,4.74609E-07,4.76832E-07,4.8266E-07,4.75385E-07
1201.7,4.94E-07,4.92954E-07,4.98381E-07,4.98846E-07,5.01642E-07,5.00475E-07,5.01058E-07,4.93644E-07,4.81713E-07,4.75688E-07,4.71164E-07,4.67009E-07,4.72484E-07,4.74028E-07,4.63214E-07,4.68099E-07,4.7436E-07,4.74028E-07,4.73918E-07,4.6343E-07,4.77466E-07,4.71054E-07,4.74139E-07,4.78134E-07,4.70835E-07,4.79026E-07,4.7992E-07,4.81152E-07,4.81825E-07,4.85092E-07,4.7858E-07
1202.8,4.98E-07,4.96173E-07,5.02673E-07,4.99645E-07,5.03843E-07,5.03024E-07,5.03726E-07,4.9675E-07,4.87712E-07,4.81068E-07,4.74514E-07,4.68593E-07,4.74293E-07,4.80174E-07,4.6783E-07,4.72202E-07,4.7595E-07,4.74845E-07,4.77169E-07,4.66961E-07,4.77946E-07,4.73632E-07,4.76282E-07,4.79059E-07,4.72093E-07,4.8174E-07,4.80621E-07,4.82188E-07,4.8118E-07,4.87372E-07,4.81068E-07
1203.9,5.00E-07,4.94294E-07,5.03562E-07,5.03562E-07,5.01928E-07,5.04147E-07,5.04499E-07,4.98907E-07,4.88247E-07,4.80707E-07,4.73063E-07,4.69014E-07,4.74274E-07,4.76925E-07,4.70105E-07,4.71089E-07,4.75156E-07,4.75046E-07,4.75046E-07,4.66514E-07,4.79035E-07,4.73503E-07,4.73943E-07,4.77258E-07,4.74384E-07,4.80261E-07,4.81378E-07,4.82721E-07,4.83507E-07,4.8542E-07,4.80596E-07
1205,4.97E-07,4.96552E-07,4.99563E-07,5.00958E-07,5.01191E-07,5.04347E-07,5.04934E-07,4.96321E-07,4.90698E-07,4.81093E-07,4.72223E-07,4.67632E-07,4.74205E-07,4.74978E-07,4.65569E-07,4.69594E-07,4.72004E-07,4.73874E-07,4.76305E-07,4.67632E-07,4.79418E-07,4.73654E-07,4.71016E-07,4.73984E-07,4.69813E-07,4.81429E-07,4.79195E-07,4.79306E-07,4.81429E-07,4.8808E-07,4.76971E-07
1206.1,4.96E-07,4.94314E-07,4.98117E-07,4.98812E-07,4.9974E-07,5.03234E-07,5.01484E-07,4.95809E-07,4.87698E-07,4.80836E-07,4.72858E-07,4.67179E-07,4.74069E-07,4.73848E-07,4.65769E-07,4.68375E-07,4.75061E-07,4.75171E-07,4.75503E-07,4.67722E-07,4.78829E-07,4.70229E-07,4.72749E-07,4.75061E-07,4.7001E-07,4.79497E-07,4.80501E-07,4.79163E-07,4.82963E-07,4.85212E-07,4.77496E-07
1207.2,4.91E-07,4.9196E-07,4.95286E-07,4.9713E-07,4.9817E-07,4.99213E-07,4.99561E-07,4.91275E-07,4.83462E-07,4.76768E-07,4.69838E-07,4.63332E-07,4.73016E-07,4.71698E-07,4.62901E-07,4.67551E-07,4.70166E-07,4.73566E-07,4.72906E-07,4.63224E-07,4.73566E-07,4.6614E-07,4.69838E-07,4.70603E-07,4.68966E-07,4.7699E-07,4.74668E-07,4.77877E-07,4.78099E-07,4.84587E-07,4.74447E-07
1208.3,4.89E-07,4.87421E-07,4.89695E-07,4.92438E-07,4.91865E-07,4.95081E-07,4.96004E-07,4.86967E-07,4.80437E-07,4.70474E-07,4.65028E-07,4.62328E-07,4.69927E-07,4.68288E-07,4.60823E-07,4.61253E-07,4.68506E-07,4.66655E-07,4.71351E-07,4.62328E-07,4.6938E-07,4.63298E-07,4.68288E-07,4.68179E-07,4.66547E-07,4.73882E-07,4.7289E-07,4.75098E-07,4.73441E-07,4.8066E-07,4.7223E-07
1209.4,4.88E-07,4.86761E-07,4.89482E-07,4.91646E-07,4.90506E-07,4.94164E-07,4.93132E-07,4.84843E-07,4.79357E-07,4.72065E-07,4.6262E-07,4.60904E-07,4.64667E-07,4.64775E-07,4.60476E-07,4.5898E-07,4.65639E-07,4.64883E-07,4.6618E-07,4.58874E-07,4.68678E-07,4.63158E-07,4.65856E-07,4.69223E-07,4.64883E-07,4.67808E-07,4.71298E-07,4.73273E-07,4.76471E-07,4.79914E-07,4.70095E-07
1210.5,4.85E-07,4.83073E-07,4.89855E-07,4.90311E-07,4.87924E-07,4.88718E-07,4.87811E-07,4.84197E-07,4.75499E-07,4.68042E-07,4.6156E-07,4.56119E-07,4.62526E-07,4.63064E-07,4.55377E-07,4.58138E-07,4.61882E-07,4.62849E-07,4.64034E-07,4.56968E-07,4.66197E-07,4.60167E-07,4.60381E-07,4.63603E-07,4.59418E-07,4.65439E-07,4.68478E-07,4.71866E-07,4.70442E-07,4.75609E-07,4.63064E-07
1211.6,4.83E-07,4.82749E-07,4.84436E-07,4.83985E-07,4.84323E-07,4.88849E-07,4.8794E-07,4.78724E-07,4.74402E-07,4.64142E-07,4.57388E-07,4.5675E-07,4.61987E-07,4.58774E-07,4.52414E-07,4.54947E-07,4.59736E-07,4.6145E-07,4.59522E-07,4.55371E-07,4.60699E-07,4.54947E-07,4.58987E-07,4.60699E-07,4.54418E-07,4.64142E-07,4.65331E-07,4.6761E-07,4.67175E-07,4.7286E-07,4.61987E-07
1212.7,4.81E-07,4.82609E-07,4.85197E-07,4.8531E-07,4.86779E-07,4.88706E-07,4.88706E-07,4.79366E-07,4.72725E-07,4.65308E-07,4.57261E-07,4.53447E-07,4.61428E-07,4.58326E-07,4.49247E-07,4.55986E-07,4.58112E-07,4.58859E-07,4.62933E-07,4.55138E-07,4.59286E-07,4.55774E-07,4.60784E-07,4.59928E-07,4.54292E-07,4.64335E-07,4.67042E-07,4.65091E-07,4.69111E-07,4.73825E-07,4.6175E-07
1213.8,4.84E-07,4.83043E-07,4.85407E-07,4.85633E-07,4.84618E-07,4.89716E-07,4.86085E-07,4.80019E-07,4.72706E-07,4.63343E-07,4.59479E-07,4.54481E-07,4.63236E-07,4.58944E-07,4.53636E-07,4.53319E-07,4.60013E-07,4.55328E-07,4.60978E-07,4.52371E-07,4.59586E-07,4.58944E-07,4.6012E-07,4.60013E-07,4.52792E-07,4.62052E-07,4.60335E-07,4.67566E-07,4.72157E-07,4.72267E-07,4.61407E-07
1214.9,4.84E-07,4.82722E-07,4.82946E-07,4.84633E-07,4.84521E-07,4.84971E-07,4.85761E-07,4.81265E-07,4.74818E-07,4.67368E-07,4.59714E-07,4.53447E-07,4.60035E-07,4.58219E-07,4.52604E-07,4.52815E-07,4.59286E-07,4.60891E-07,4.63795E-07,4.54715E-07,4.61965E-07,4.54927E-07,4.57474E-07,4.62287E-07,4.57474E-07,4.63687E-07,4.68239E-07,4.65849E-07,4.72066E-07,4.73165E-07,4.61213E-07
1216,4.83E-07,4.83821E-07,4.85398E-07,4.87208E-07,4.86415E-07,4.87661E-07,4.88115E-07,4.79787E-07,4.73028E-07,4.67558E-07,4.58722E-07,4.53099E-07,4.60647E-07,4.5947E-07,4.53627E-07,4.53521E-07,4.59149E-07,4.58615E-07,4.63442E-07,4.55425E-07,4.62365E-07,4.59791E-07,4.58189E-07,4.62365E-07,4.57549E-07,4.65495E-07,4.66146E-07,4.67558E-07,4.69957E-07,4.75233E-07,4.64522E-07
1217.1,4.84E-07,4.87102E-07,4.8552E-07,4.8665E-07,4.86989E-07,4.89486E-07,4.87329E-07,4.79575E-07,4.73372E-07,4.68118E-07,4.60453E-07,4.56827E-07,4.63785E-07,4.58103E-07,4.56083E-07,4.55977E-07,4.5789E-07,4.59597E-07,4.63353E-07,4.54389E-07,4.65297E-07,4.57464E-07,4.58636E-07,4.61311E-07,4.55447E-07,4.65946E-07,4.6573E-07,4.69099E-07,4.70519E-07,4.74584E-07,4.65297E-07
1218.2,4.84E-07,4.82652E-07,4.8513E-07,4.86034E-07,4.85017E-07,4.85695E-07,4.85808E-07,4.77512E-07,4.75405E-07,4.636E-07,4.56317E-07,4.56317E-07,4.60266E-07,4.59623E-07,4.53879E-07,4.5568E-07,4.58874E-07,4.56849E-07,4.62414E-07,4.54196E-07,4.64356E-07,4.55892E-07,4.56423E-07,4.64573E-07,4.54726E-07,4.63708E-07,4.67285E-07,4.67938E-07,4.69138E-07,4.73527E-07,4.62091E-07
1219.3,4.84E-07,4.84269E-07,4.83146E-07,4.86296E-07,4.85507E-07,4.87879E-07,4.87427E-07,4.80462E-07,4.73486E-07,4.66285E-07,4.58341E-07,4.53365E-07,4.64556E-07,4.58767E-07,4.52208E-07,4.57278E-07,4.5898E-07,4.60047E-07,4.6542E-07,4.54525E-07,4.61974E-07,4.56747E-07,4.59407E-07,4.60689E-07,4.57596E-07,4.66069E-07,4.66177E-07,4.66069E-07,4.7009E-07,4.74476E-07,4.62941E-07
1220.4,4.81E-07,4.80593E-07,4.8104E-07,4.84857E-07,4.83057E-07,4.85872E-07,4.84069E-07,4.78587E-07,4.71738E-07,4.64122E-07,4.56628E-07,4.53981E-07,4.61646E-07,4.59504E-07,4.51138E-07,4.55249E-07,4.55143E-07,4.57478E-07,4.62183E-07,4.53664E-07,4.60253E-07,4.53031E-07,4.57585E-07,4.58757E-07,4.52505E-07,4.62183E-07,4.63583E-07,4.6369E-07,4.68459E-07,4.69549E-07,4.60895E-07
