0.453000069,1.00E+00
10.45300007,9.72E-01
20.43700004,9.58E-01
30.46799994,9.47E-01
40.5,9.46E-01
50.5309999,9.37E-01
60.59299994,9.31E-01
70.6559999,9.28E-01
80.73399997,9.25E-01
90.81200004,9.21E-01
100.921,9.13E-01
111,9.12E-01
121.0780001,9.13E-01
131.1559999,9.07E-01
141.25,9.08E-01
151.3429999,9.09E-01
161.4530001,9.05E-01
171.562,9.04E-01
181.687,8.95E-01
191.812,9.00E-01
201.9530001,8.96E-01
212.0780001,8.95E-01
222.25,8.94E-01
232.3900001,8.89E-01
242.562,8.91E-01
252.734,8.85E-01
262.921,8.89E-01
273.109,8.82E-01
283.2809999,8.82E-01
293.484,8.86E-01
303.687,8.84E-01
313.9059999,8.84E-01
324.1400001,8.74E-01
334.375,8.82E-01
344.5929999,8.75E-01
354.8429999,8.81E-01
365.0780001,8.72E-01
375.3280001,8.77E-01
385.5929999,8.72E-01
395.875,8.72E-01
406.1559999,8.70E-01
416.437,8.71E-01
426.7179999,8.70E-01
437.0150001,8.68E-01
447.312,8.68E-01
457.625,8.63E-01
467.937,8.70E-01
478.2650001,8.67E-01
488.5929999,8.67E-01
498.921,8.62E-01
509.2650001,8.61E-01
519.625,8.66E-01
529.984,8.64E-01
540.3280001,8.61E-01
550.7179999,8.60E-01
561.0780001,8.61E-01
571.4679999,8.60E-01
581.859,8.57E-01
592.2650001,8.61E-01
602.671,8.58E-01
613.0780001,8.54E-01
623.5150001,8.55E-01
633.9530001,8.54E-01
644.375,8.54E-01
654.812,8.53E-01
665.25,8.56E-01
675.671,8.53E-01
686.0929999,8.52E-01
696.5309999,8.51E-01
706.9679999,8.49E-01
717.3900001,8.53E-01
727.8429999,8.46E-01
738.2809999,8.49E-01
748.7179999,8.50E-01
759.1559999,8.48E-01
769.5929999,8.49E-01
780.0150001,8.45E-01
790.4679999,8.48E-01
800.9059999,8.43E-01
811.3280001,8.50E-01
821.75,8.46E-01
832.171,8.40E-01
842.625,8.42E-01
853.046,8.41E-01
863.484,8.44E-01
873.937,8.41E-01
884.375,8.43E-01
894.796,8.38E-01
905.25,8.44E-01
915.671,8.40E-01
926.0929999,8.43E-01
936.5309999,8.38E-01
946.984,8.45E-01
957.421,8.35E-01
967.859,8.40E-01
978.296,8.38E-01
988.7179999,8.40E-01
999.171,8.33E-01
1009.609,8.40E-01
1020.046,8.34E-01
1030.484,8.40E-01
1040.921,8.38E-01
1051.359,8.32E-01
1061.796,8.39E-01
1072.218,8.33E-01
1082.671,8.26E-01
1093.109,8.38E-01
1103.531,8.34E-01
1113.984,8.35E-01
1124.421,8.35E-01
1134.843,8.35E-01
1145.296,8.30E-01
1155.734,8.34E-01
1166.171,8.30E-01
1176.593,8.31E-01
1187.046,8.33E-01
1197.484,8.29E-01
1207.921,8.33E-01
1268.437,8.28E-01
1328.984,8.30E-01
1389.515,8.27E-01
1450.031,8.23E-01
1510.578,8.23E-01
1571.093,8.21E-01
1631.625,8.23E-01
1692.171,8.13E-01
1752.687,8.18E-01
1813.234,8.09E-01
1873.765,8.14E-01
1934.312,8.15E-01
1994.843,8.08E-01
2055.359,8.07E-01
2115.906,8.09E-01
2176.437,8.04E-01
2236.984,8.09E-01
2297.5,8.06E-01
2358.046,8.02E-01
2418.578,8.00E-01
2479.109,8.04E-01
2539.656,8.00E-01
2600.187,8.00E-01
2660.718,7.97E-01
2721.265,7.98E-01
2781.796,7.94E-01
2842.328,7.96E-01
2902.859,7.91E-01
2963.406,7.94E-01
3023.953,7.94E-01
3084.5,7.92E-01
3145.046,7.93E-01
3205.578,7.86E-01
3266.093,7.87E-01
3326.64,7.90E-01
3387.156,7.86E-01
3447.687,7.82E-01
3508.25,7.80E-01
3568.781,7.87E-01
3629.328,7.85E-01
3689.859,7.84E-01
3750.406,7.81E-01
3810.921,7.79E-01
3871.453,7.79E-01
3932,7.79E-01
3992.546,7.78E-01
4053.078,7.80E-01
4113.625,7.72E-01
4174.187,7.71E-01
4234.718,7.75E-01
4295.265,7.76E-01
4355.781,7.75E-01
4416.328,7.72E-01
4476.859,7.71E-01
4537.406,7.72E-01
4597.953,7.73E-01
4658.5,7.69E-01
4719.046,7.69E-01
4779.593,7.69E-01
4840.109,7.69E-01
4900.656,7.67E-01
4961.203,7.67E-01
5021.718,7.70E-01
5082.281,7.65E-01
5142.812,7.65E-01
5203.343,7.62E-01
5263.89,7.63E-01
5324.421,7.62E-01
5384.984,7.62E-01
5445.515,7.63E-01
5506.078,7.65E-01
5566.625,7.62E-01
5627.171,7.60E-01
5687.703,7.60E-01
5748.265,7.61E-01
5808.812,7.63E-01
5869.359,7.61E-01
5929.906,7.59E-01
5990.453,7.57E-01
6051,7.60E-01
6111.531,7.55E-01
6172.093,7.58E-01
6232.625,7.57E-01
6293.187,7.56E-01
6353.734,7.56E-01
6414.281,7.57E-01
6474.812,7.60E-01
6535.375,7.56E-01
6595.906,7.52E-01
6656.468,7.55E-01
6717.015,7.55E-01
6777.562,7.53E-01
6838.109,7.49E-01
6898.656,7.52E-01
6959.203,7.55E-01
7019.75,7.55E-01
7080.296,7.51E-01
7140.843,7.47E-01
7201.39,7.53E-01
7261.937,7.50E-01
7322.484,7.48E-01
7383.015,7.47E-01
7443.578,7.50E-01
7504.125,7.47E-01
7564.671,7.46E-01
7625.203,7.47E-01
7685.765,7.46E-01
7746.312,7.45E-01
7806.859,7.44E-01
7867.39,7.42E-01
7927.937,7.43E-01
7988.5,7.43E-01
8049.046,7.43E-01
8109.593,7.44E-01
8170.125,7.42E-01
8230.687,7.42E-01
8291.234,7.43E-01
8351.781,7.38E-01
8412.328,7.39E-01
8472.875,7.39E-01
8533.421,7.40E-01
8593.953,7.40E-01
