600.0,6.5e-07,
602.0,6e-07,
604.0,6.5e-07,
606.0,7e-07,
608.0,7.5e-07,
610.0,7.5e-07,
612.0,8e-07,
614.0,8.5e-07,
616.0,9.5e-07,
618.0,1.05e-06,
620.0,1.15e-06,
622.0,1.2e-06,
624.0,1.35e-06,
626.0,1.5e-06,
628.0,1.6e-06,
630.0,1.65e-06,
632.0,1.8e-06,
634.0,1.95e-06,
636.0,2.15e-06,
638.0,2.2e-06,
640.0,2.25e-06,
642.0,2.25e-06,
644.0,2.25e-06,
646.0,2.25e-06,
648.0,2.15e-06,
650.0,1.95e-06,
652.0,1.9e-06,
654.0,1.75e-06,
656.0,1.7e-06,
658.0,1.6e-06,
660.0,1.65e-06,
662.0,1.7e-06,
664.0,1.7e-06,
666.0,1.75e-06,
668.0,1.8e-06,
670.0,1.8e-06,
672.0,1.75e-06,
674.0,1.7e-06,
676.0,1.6e-06,
678.0,1.55e-06,
680.0,1.45e-06,
682.0,1.4e-06,
684.0,1.35e-06,
686.0,1.35e-06,
688.0,1.35e-06,
690.0,1.35e-06,
692.0,1.4e-06,
694.0,1.45e-06,
696.0,1.45e-06,
698.0,1.45e-06,
700.0,1.35e-06,
702.0,1.25e-06,
704.0,1.05e-06,
706.0,9.5e-07,
708.0,8e-07,
710.0,7e-07,
712.0,6e-07,
714.0,5e-07,
716.0,4.5e-07,
718.0,4.5e-07,
720.0,4.5e-07,
722.0,3.5e-07,
724.0,3.5e-07,
726.0,4e-07,
728.0,4.5e-07,
730.0,4.5e-07,
732.0,6e-07,
734.0,6e-07,
736.0,6.5e-07,
738.0,7e-07,
740.0,8e-07,
742.0,8.5e-07,
744.0,1.05e-06,
746.0,1.25e-06,
748.0,1.4e-06,
750.0,1.6e-06,
752.0,1.85e-06,
754.0,2.25e-06,
756.0,2.6e-06,
758.0,3.05e-06,
760.0,3.4e-06,
762.0,3.85e-06,
764.0,4.35e-06,
766.0,4.8e-06,
768.0,5.25e-06,
770.0,5.75e-06,
772.0,6.1e-06,
774.0,6.6e-06,
776.0,6.95e-06,
778.0,7.25e-06,
780.0,7.5e-06,
782.0,7.75e-06,
784.0,7.9e-06,
786.0,8.15e-06,
788.0,8.25e-06,
790.0,8.3e-06,
792.0,8.4e-06,
794.0,8.35e-06,
796.0,8.3e-06,
798.0,8.05e-06,
800.0,8e-06,
802.0,8.05e-06,
804.0,8.05e-06,
806.0,8.15e-06,
808.0,8.15e-06,
810.0,8.25e-06,
812.0,8.5e-06,
814.0,8.75e-06,
816.0,9.1e-06,
818.0,9.5e-06,
820.0,1.02e-05,
822.0,1.095e-05,
824.0,1.19e-05,
826.0,1.315e-05,
828.0,1.505e-05,
830.0,1.73e-05,
832.0,1.98e-05,
834.0,2.255e-05,
836.0,2.555e-05,
838.0,2.845e-05,
840.0,3.145e-05,
842.0,3.385e-05,
844.0,3.64e-05,
846.0,3.905e-05,
848.0,4.14e-05,
850.0,4.325e-05,
852.0,4.45e-05,
854.0,4.545e-05,
856.0,4.67e-05,
858.0,4.765e-05,
860.0,4.85e-05,
862.0,4.91e-05,
864.0,4.97e-05,
866.0,5.015e-05,
868.0,5.05e-05,
870.0,5.1e-05,
872.0,5.175e-05,
874.0,5.24e-05,
876.0,5.305e-05,
878.0,5.385e-05,
880.0,5.505e-05,
882.0,5.625e-05,
884.0,5.775e-05,
886.0,5.95e-05,
888.0,6.145e-05,
890.0,6.345e-05,
892.0,6.565e-05,
894.0,6.78e-05,
896.0,6.995e-05,
898.0,7.25e-05,
900.0,7.53e-05,
902.0,7.81e-05,
904.0,8.095e-05,
906.0,8.385e-05,
908.0,8.7e-05,
910.0,9.035e-05,
912.0,9.36e-05,
914.0,9.7e-05,
916.0,0.0001006,
918.0,0.0001041,
920.0,0.0001078,
922.0,0.0001115,
924.0,0.0001152,
926.0,0.0001188,
928.0,0.0001227,
930.0,0.0001265,
932.0,0.0001304,
934.0,0.0001344,
936.0,0.0001385,
938.0,0.0001423,
940.0,0.0001463,
942.0,0.0001507,
944.0,0.0001546,
946.0,0.0001588,
948.0,0.0001631,
950.0,0.0001669,0.0001695
952.0,0.0001704,0.00017
954.0,0.0001736,0.0001731
956.0,0.0001767,0.0001766
958.0,0.0001794,0.0001796
960.0,0.0001819,0.0001821
962.0,0.0001841,0.0001842
964.0,0.0001857,0.0001862
966.0,0.0001883,0.0001882
968.0,0.0001898,0.0001896
970.0,0.0001905,0.0001903
972.0,0.0001902,0.0001898
974.0,0.0001882,0.0001878
976.0,0.0001846,0.000184
978.0,0.0001808,0.0001802
980.0,0.0001792,0.0001783
982.0,0.0001799,0.000179
984.0,0.0001836,0.0001822
986.0,0.0001905,0.0001888
988.0,0.0001997,0.0001978
990.0,0.0002048,0.0002065
992.0,0.0002048,0.0002148
994.0,0.0002048,0.0002216
996.0,0.0002048,0.0002267
998.0,0.0002048,0.0002322
1000.0,0.0002048,0.0002363
