,Wavelength,Intensity,Intensity_1416,Intensity_1320,Intensity_1200,Intensity_1655,Intensity_1535
484,1484,8.98074e-07,7.3520492382e-07,1.01355726183e-10,3.65094155017e-08,0.0,2.2097122455e-09
485,1485,8.79015e-07,7.09478697803e-07,9.04706050937e-11,3.57611399615e-08,0.0,2.70199825963e-09
486,1486,8.53031e-07,6.84311484449e-07,8.06981026012e-11,3.50254842151e-08,0.0,3.29117749277e-09
487,1487,8.34802e-07,6.59708093294e-07,7.19309465469e-11,3.4302301582e-08,0.0,3.99332301028e-09
488,1488,8.14904e-07,6.35672334365e-07,6.40714938855e-11,3.35914455327e-08,0.0,4.82652404138e-09
489,1489,8.00153e-07,6.12207046652e-07,5.70309423928e-11,3.28927697309e-08,0.0,5.81100706968e-09
490,1490,7.92043e-07,5.89314127925e-07,5.07285990903e-11,3.22061280741e-08,0.0,6.96923695232e-09
491,1491,7.78098e-07,5.6699456576e-07,4.50912020851e-11,3.15313747335e-08,0.0,8.32599133191e-09
492,1492,7.61926e-07,5.45248469642e-07,4.00522926383e-11,3.08683641935e-08,0.0,9.90840101231e-09
493,1493,7.49324e-07,5.24075103996e-07,3.55516343949e-11,3.02169512892e-08,0.0,1.17459485035e-08
494,1494,7.35107e-07,5.03472922036e-07,3.15346768312e-11,2.95769912441e-08,0.0,1.38704166461e-08
495,1495,7.21873e-07,4.8343960028e-07,2.79520600985e-11,2.89483397062e-08,0.0,1.6315779147e-08
496,1496,7.04178e-07,4.63972073621e-07,2.4759158568e-11,2.8330852783e-08,0.0,1.91180250388e-08
497,1497,6.95341e-07,4.45066570813e-07,2.19156605072e-11,2.77243870764e-08,0.0,2.23149095579e-08
498,1498,6.7683e-07,4.26718650274e-07,1.93851814433e-11,2.71287997156e-08,0.0,2.59456247593e-08
499,1499,6.7037e-07,4.08923236059e-07,1.71349088903e-11,2.65439483903e-08,0.0,3.00503843742e-08
500,1500,6.61164e-07,3.91674653922e-07,1.51352762417e-11,2.59696913817e-08,0.0,3.46699189953e-08
501,1501,6.52406e-07,3.74966667327e-07,1.33596637464e-11,2.54058875936e-08,0.0,3.98448796442e-08
502,1502,6.45689e-07,3.58792513335e-07,1.17841246028e-11,2.48523965821e-08,0.0,4.56151501311e-08
503,1503,6.45113e-07,3.43144938244e-07,1.03871343212e-11,2.43090785847e-08,0.0,5.20190713295e-08
504,1504,6.3295e-07,3.28016232894e-07,9.14936161129e-12,2.3775794548e-08,0.0,5.90925835159e-08
505,1505,6.23304e-07,3.13398267563e-07,8.0534591588e-12,2.32524061552e-08,0.0,6.68682961934e-08
506,1506,6.13673e-07,2.99282526341e-07,7.08387275848e-12,2.27387758521e-08,0.0,7.53744982574e-08
507,1507,6.04856e-07,2.85660140936e-07,6.22666736646e-12,2.22347668728e-08,0.0,8.46341248471e-08
508,1508,5.90126e-07,2.72521923818e-07,5.46936873061e-12,2.17402432639e-08,0.0,9.46637006596e-08
509,1509,5.82351e-07,2.59858400636e-07,4.80081934628e-12,2.12550699086e-08,0.0,1.05472282726e-07
510,1510,5.60866e-07,2.47659841855e-07,4.21104757067e-12,2.0779112549e-08,0.0,1.1706042854e-07
511,1511,5.50792e-07,2.35916293554e-07,3.69114880995e-12,2.03122378087e-08,0.0,1.29419217813e-07
512,1512,5.40868e-07,2.24617607321e-07,3.23317777052e-12,1.98543132136e-08,0.0,1.42529357885e-07
513,1513,5.32595e-07,2.13753469224e-07,2.83005083864e-12,1.94052072123e-08,0.0,1.56360403805e-07
514,1514,5.23149e-07,2.03313427796e-07,2.47545772129e-12,1.89647891957e-08,0.0,1.70870124142e-07
515,1515,5.18768e-07,1.93286921009e-07,2.16378154638e-12,1.85329295157e-08,0.0,1.86004042683e-07
516,1516,5.11974e-07,1.83663302207e-07,1.89002668102e-12,1.81094995034e-08,0.0,2.01695184173e-07
517,1517,5.03226e-07,1.74431864972e-07,1.64975358422e-12,1.76943714858e-08,0.0,2.17864049139e-07
518,1518,4.92296e-07,1.65581866901e-07,1.4390200639e-12,1.72874188024e-08,0.0,2.3441883867e-07
519,1519,4.90555e-07,1.57102552288e-07,1.25432835821e-12,1.6888515821e-08,0.0,2.51255944755e-07
520,1520,4.8506e-07,1.4898317368e-07,1.09257750837e-12,1.64975379525e-08,0.0,2.68260715646e-07
521,1521,4.75054e-07,1.41213012333e-07,9.51020533728e-13,1.61143616648e-08,0.0,2.85308498696e-07
522,1522,4.6599e-07,1.33781397524e-07,8.2722596036e-13,1.57388644964e-08,0.0,3.02265955572e-07
523,1523,4.61378e-07,1.26677724767e-07,7.19043292676e-13,1.5370925069e-08,0.0,3.18992636755e-07
524,1524,4.61996e-07,1.19891472895e-07,6.24572052224e-13,1.50104230997e-08,0.0,3.35342794189e-07
525,1525,4.57836e-07,1.13412220049e-07,5.42134040588e-13,1.46572394118e-08,0.0,3.51167402976e-07
526,1526,4.6061e-07,1.07229658569e-07,4.70248513275e-13,1.4311255946e-08,0.0,3.66316355585e-07
527,1527,4.64518e-07,1.01333608808e-07,4.07609979227e-13,1.39723557697e-08,0.0,3.80640785295e-07
528,1528,4.70589e-07,9.57140318841e-08,3.53068366225e-13,1.36404230866e-08,0.0,3.93995469901e-07
529,1529,4.82222e-07,9.03610413997e-08,3.05611316002e-13,1.33153432452e-08,0.0,4.0624126229e-07
530,1530,4.94885e-07,8.52649141367e-08,2.64348394572e-13,1.29970027468e-08,0.0,4.17247491566e-07
531,1531,5.0451e-07,8.04160997663e-08,2.28497023188e-13,1.26852892526e-08,0.0,4.2689427712e-07
532,1532,5.22013e-07,7.58052295933e-08,1.97369953594e-13,1.23800915907e-08,0.0,4.35074698537e-07
533,1533,5.31719e-07,7.14231243654e-08,1.70364127965e-13,1.20812997621e-08,0.0,4.41696766522e-07
534,1534,5.44946e-07,6.72608011796e-08,1.46950779222e-13,1.17888049458e-08,0.0,4.46685144088e-07
535,1535,5.47639e-07,6.33094795145e-08,1.26666641367e-13,1.15024995044e-08,3.06320700422e-322,4.49982572991e-07
536,1536,5.4968e-07,5.95605864247e-08,1.0910615224e-13,1.12222769878e-08,3.66801054765e-317,4.51550967667e-07
537,1537,5.44731e-07,5.60057609284e-08,9.39145427212e-14,1.09480321376e-08,3.96829517171e-312,4.51372147433e-07
538,1538,5.40945e-07,5.26368576244e-08,8.07817169396e-14,1.06796608895e-08,3.90497801142e-307,4.49448187285e-07
539,1539,5.24804e-07,4.94459495731e-08,6.94368376805e-14,1.04170603769e-08,3.49521943385e-302,4.45801377819e-07
540,1540,5.06217e-07,4.64253304769e-08,5.96435398953e-14,1.01601289325e-08,2.84558478241e-297,4.40473795361e-07
541,1541,4.94296e-07,4.35675161967e-08,5.1195703114e-14,9.90876608985e-09,2.10721981966e-292,4.335264939e-07
542,1542,4.74176e-07,4.0865245639e-08,4.39137207303e-14,9.66287258512e-09,1.41934961645e-287,4.25038340516e-07
543,1543,4.46474e-07,3.83114810505e-08,3.7641210596e-14,9.4223503572e-09,8.69581229392e-283,4.15104525363e-07
544,1544,4.3004e-07,3.58994077553e-08,3.22421172159e-14,9.1871025481e-09,4.84587444996e-278,4.03834785565e-07
545,1545,4.04338e-07,3.36224333705e-08,2.75981611128e-14,8.95703350269e-09,2.45626595579e-273,3.91351389332e-07
546,1546,4.04923e-07,3.14741865345e-08,2.36065956881e-14,8.73204876788e-09,1.13245212055e-268,3.77786932024e-07
547,1547,3.91768e-07,2.94485151826e-08,2.01782361927e-14,8.51205509156e-09,4.74903684833e-264,3.632819996e-07
548,1548,3.8253e-07,2.7539484404e-08,1.723572927e-14,8.29696042091e-09,1.81147547598e-259,3.47982756809e-07
549,1549,3.71819e-07,2.5741373912e-08,1.47120350004e-14,8.08667390039e-09,6.28493235822e-255,3.32038517594e-07
550,1550,3.59478e-07,2.40486751612e-08,1.25490964784e-14,7.88110586937e-09,1.98339852785e-250,3.15599353577e-07
551,1551,3.45529e-07,2.24560881413e-08,1.06966747384e-14,7.68016785922e-09,5.69325445551e-246,2.9881379322e-07
552,1552,3.2617e-07,2.09585178794e-08,9.11132934209e-15,7.48377259018e-09,1.48645728018e-241,2.81826659568e-07
553,1553,3.15696e-07,1.95510706786e-08,7.75552716324e-15,7.29183396771e-09,3.5300877378e-237,2.64777088542e-07
554,1554,2.8825e-07,1.82290501223e-08,6.59686390479e-15,7.10426707858e-09,7.62535024527e-233,2.47796762869e-07
555,1555,2.6802e-07,1.69879528714e-08,5.60738465676e-15,6.9209881866e-09,1.49821907687e-228,2.31008389114e-07
556,1556,2.52881e-07,1.58234642788e-08,4.76299139059e-15,6.74191472791e-09,2.67751602325e-224,2.14524437353e-07
557,1557,2.33863e-07,1.47314538491e-08,4.04292669724e-15,6.56696530608e-09,4.35241264987e-220,1.98446154884e-07
558,1558,2.30737e-07,1.3707970564e-08,3.42932433228e-15,6.39605968679e-09,6.43530713002e-216,1.82862857529e-07
559,1559,2.19992e-07,1.27492380989e-08,2.90681824798e-15,6.22911879226e-09,8.65465426113e-212,1.6785149455e-07
560,1560,2.1323e-07,1.18516499493e-08,2.46220278342e-15,6.06606469534e-09,1.0586963047e-207,1.5347647643e-07
561,1561,2.056e-07,1.10117644902e-08,2.08413756313e-15,5.90682061337e-09,1.17797019138e-203,1.39789748713e-07
562,1562,2.01418e-07,1.02262999848e-08,1.7628914336e-15,5.75131090167e-09,1.1921706721e-199,1.26831090136e-07
563,1563,2.00771e-07,9.49212956199e-09,1.4901204567e-15,5.59946104687e-09,1.09744760838e-195,1.14628609249e-07
564,1564,1.96853e-07,8.80627617929e-09,1.25867558877e-15,5.45119765992e-09,9.18904521593e-192,1.03199410886e-07
565,1565,2.00935e-07,8.16590758587e-09,1.06243621288e-15,5.30644846886e-09,6.99839111862e-188,9.25504020748e-08
566,1566,1.93456e-07,7.56833130101e-09,8.96166166935e-16,5.16514231136e-09,4.8480519109e-184,8.26792062149e-08
567,1567,1.90335e-07,7.01098962107e-09,7.55389329671e-16,5.02720912708e-09,3.05476314413e-180,7.35751546862e-08
568,1568,1.81543e-07,6.49145466714e-09,6.36282195495e-16,4.89257994969e-09,1.75076982357e-176,6.52203261312e-08
569,1569,1.80482e-07,6.00742348482e-09,5.35581194036e-16,4.76118689883e-09,9.12686847976e-173,5.7590605585e-08
570,1570,1.76875e-07,5.5567132064e-09,4.50502795737e-16,4.63296317177e-09,4.32768619062e-169,5.065673812e-08
571,1571,1.68841e-07,5.13725628457e-09,3.78674695563e-16,4.50784303491e-09,1.86651274853e-165,4.43853546379e-08
572,1572,1.62171e-07,4.7470958062e-09,3.18076586863e-16,4.38576181512e-09,7.32229782046e-162,3.87399507254e-08
573,1573,1.64906e-07,4.38438089362e-09,2.66989230245e-16,4.26665589086e-09,2.61279325939e-158,3.36818029388e-08
574,1574,1.62227e-07,4.04736219998e-09,2.23950691147e-16,4.15046268321e-09,8.48015781466e-155,2.91708103725e-08
575,1575,1.50137e-07,3.73438750449e-09,1.87718767475e-16,4.03712064667e-09,2.50347956956e-151,2.51662527762e-08
576,1576,1.49967e-07,3.44389741266e-09,1.57238757786e-16,3.92656925986e-09,6.72241621584e-148,2.16274597115e-08
577,1577,1.4184e-07,3.17442116567e-09,1.31615833185e-16,3.81874901607e-09,1.64190480672e-144,1.85143882086e-08
578,1578,1.35009e-07,2.92457256264e-09,1.10091374446e-16,3.71360141366e-09,3.64763840761e-141,1.57881090226e-08
579,1579,1.34816e-07,2.6930459986e-09,9.20227215408e-17,3.61106894641e-09,7.37083713418e-138,1.34112038708e-08
580,1580,1.28297e-07,2.47861262053e-09,7.68658573936e-17,3.51109509363e-09,1.35476222885e-134,1.13480779205e-08
581,1581,1.26233e-07,2.2801166032e-09,6.41606125535e-17,3.41362431031e-09,2.2649080438e-131,9.56519329432e-09
582,1582,1.21378e-07,2.09647154608e-09,5.3518033918e-17,3.31860201706e-09,3.44412811485e-128,8.03123047378e-09
583,1583,1.2206e-07,1.92665699187e-09,4.46096095914e-17,3.22597458998e-09,4.76375317624e-125,6.71718523027e-09
584,1584,1.17482e-07,1.76971506706e-09,3.71580844635e-17,3.13568935053e-09,5.99322295466e-122,5.59640913115e-09
585,1585,1.10119e-07,1.62474724426e-09,3.09296379132e-17,3.04769455519e-09,6.85824264912e-119,4.6446017932e-09
586,1586,1.11181e-07,1.49091122561e-09,2.57272269268e-17,2.96193938516e-09,7.13849218898e-116,3.8397629288e-09
587,1587,1.1333e-07,1.36741794661e-09,2.13849255057e-17,2.87837393591e-09,6.75836059722e-113,3.16211189658e-09
588,1588,1.06456e-07,1.25352869876e-09,1.77631150777e-17,2.79694920677e-09,5.81992598046e-110,2.59398197348e-09
589,1589,1.02766e-07,1.14855236977e-09,1.47444012161e-17,2.71761709037e-09,4.55863469775e-107,2.11969595056e-09
590,1590,1.03193e-07,1.05184279928e-09,1.22301497309e-17,2.6403303621e-09,3.2478304701e-104,1.72542896159e-09
591,1591,9.81039e-08,9.62796248181e-10,1.01375505095e-17,2.56504266951e-09,2.10471425047e-101,1.39906371636e-09
592,1592,8.7528e-08,8.80848979194e-10,8.39713066619e-18,2.49170852168e-09,1.24060680993e-98,1.13004256097e-09
593,1593,8.91585e-08,8.05474946333e-10,6.95064990933e-18,2.42028327856e-09,6.65145120576e-96,9.09220050923e-10
594,1594,7.69283e-08,7.36183590559e-10,5.74932078496e-18,2.35072314029e-09,3.24369407685e-93,7.28719020609e-10
595,1595,7.46806e-08,6.72517738975e-10,4.75230483392e-18,2.28298513652e-09,1.4388138033e-90,5.81792479434e-10
596,1596,7.51669e-08,6.14051604658e-10,3.92544288797e-18,2.21702711569e-09,5.80511106144e-88,4.62693072809e-10
597,1597,6.90822e-08,5.6038888422e-10,3.24018389374e-18,2.15280773434e-09,2.13038305862e-85,3.66551320927e-10
598,1598,6.37511e-08,5.11160950073e-10,2.6726819326e-18,2.0902864464e-09,7.1112524474e-83,2.89263393698e-10
599,1599,6.45269e-08,4.66025134333e-10,2.20303562371e-18,2.02942349246e-09,2.15911473957e-80,2.27388796051e-10
600,1600,6.41068e-08,4.24663101259e-10,1.81464796096e-18,1.9701798891e-09,5.96274967908e-78,1.78058021831e-10
601,1601,5.40485e-08,3.86779305109e-10,1.49368793598e-18,1.91251741822e-09,1.49781668024e-75,1.38889982445e-10
602,1602,5.68768e-08,3.52099530256e-10,1.22863811741e-18,1.85639861637e-09,3.42225193182e-73,1.07918822649e-10
603,1603,5.5148e-08,3.20369510454e-10,1.00991475966e-18,1.8017867641e-09,7.11224193424e-71,8.35295941476e-11
604,1604,4.88275e-08,2.91353624119e-10,8.29549062877e-19,1.74864587538e-09,1.34444269292e-68,6.44021610638e-11
605,1605,4.11986e-08,2.64833662541e-10,6.80919948875e-19,1.696940687e-09,2.31163519622e-66,4.94626530363e-11
606,1606,3.84618e-08,2.4060766797e-10,5.58530201561e-19,1.64663664802e-09,3.61524330894e-64,3.78417550438e-11
607,1607,4.38538e-08,2.18488838559e-10,4.57819080614e-19,1.59769990931e-09,5.14276871463e-62,2.88391217263e-11
608,1608,3.81166e-08,1.983044972e-10,3.75005587869e-19,1.55009731304e-09,6.65422811714e-60,2.18932223091e-11
609,1609,3.89678e-08,1.79895121365e-10,3.06957474069e-19,1.50379638231e-09,7.83140360038e-58,1.65559551321e-11
610,1610,4.16373e-08,1.63113431081e-10,2.5108184362e-19,1.45876531075e-09,8.38344959073e-56,1.24714138593e-11
611,1611,3.72397e-08,1.47823532298e-10,2.05233867148e-19,1.41497295223e-09,8.16295002544e-54,9.35823698304e-12
612,1612,3.48035e-08,1.33900112928e-10,1.67640663557e-19,1.37238881061e-09,7.22957467009e-52,6.99502519634e-12
613,1613,4.08172e-08,1.21227688943e-10,1.3683787997e-19,1.33098302951e-09,5.82397614114e-50,5.20836515084e-12
614,1614,3.98692e-08,1.09699897981e-10,1.1161689218e-19,1.29072638224e-09,4.26744228468e-48,3.86305118416e-12
615,1615,3.62034e-08,9.92188380003e-11,9.09808810361e-20,1.25159026166e-09,2.84417919165e-46,2.85414739505e-12
616,1616,2.86024e-08,8.96944486023e-11,7.41083208894e-20,1.21354667024e-09,1.72419937311e-44,2.10058001448e-12
617,1617,3.35641e-08,8.10439327196e-11,6.03226527331e-20,1.17656821009e-09,9.50734470971e-43,1.53999374841e-12
618,1618,2.80139e-08,7.3191216468e-11,4.90671138336e-20,1.14062807312e-09,4.76839504131e-41,1.12464532775e-12
619,1619,3.33117e-08,6.6066445029e-11,3.98838631842e-20,1.10570003126e-09,2.17533648726e-39,8.18142786756e-13
620,1620,3.02166e-08,5.96055125237e-11,3.2396682939e-20,1.07175842674e-09,9.02655204748e-38,5.92870068199e-13
621,1621,2.75152e-08,5.37496239216e-11,2.62966542584e-20,1.03877816246e-09,3.40689356888e-36,4.27963608856e-13
622,1622,2.3537e-08,4.8444887111e-11,2.13303052449e-20,1.00673469247e-09,1.16959760898e-34,3.07730862513e-13
623,1623,2.09141e-08,4.36419333411e-11,1.72898118617e-20,9.75604012493e-10,3.65220886797e-33,2.20420591725e-13
624,1624,1.96104e-08,3.92955643268e-11,1.40049024394e-20,9.45362650526e-10,1.03732769032e-31,1.57271551309e-13
625,1625,2.10317e-08,3.53644243872e-11,1.13361747273e-20,9.15987657583e-10,2.67989368306e-30,1.11780249388e-13
626,1626,2.83951e-08,3.18106960677e-11,9.16958324793e-21,8.8745659847e-10,6.29738707556e-29,7.91401510158e-14
627,1627,2.03408e-08,2.85998177705e-11,7.41189549563e-21,8.59747542677e-10,1.34599808349e-27,5.58143115138e-14
628,1628,1.95937e-08,2.57002219939e-11,5.98694957199e-21,8.32839055355e-10,2.61679513724e-26,3.92112932388e-14
629,1629,1.4156e-08,2.30830928527e-11,4.83257425599e-21,8.06710188383e-10,4.6273914113e-25,2.74406034115e-14
630,1630,9.11754e-09,2.07221416202e-11,3.89805618907e-21,7.81340471532e-10,7.44293074193e-24,1.91290342633e-14
631,1631,9.04551e-09,1.85933991034e-11,3.14205857629e-21,7.56709903722e-10,1.08891241407e-22,1.32834024213e-14
632,1632,9.23352e-09,1.66750237248e-11,2.53091221848e-21,7.32798944373e-10,1.44904926086e-21,9.18845539574e-15
633,1633,1.10245e-08,1.49471242484e-11,2.03721333778e-21,7.09588504856e-10,1.75393938332e-20,6.33129558964e-15
634,1634,1.06233e-08,1.33915961495e-11,1.63867399762e-21,6.87059940038e-10,1.93102208018e-19,4.34569823135e-15
635,1635,1.00061e-08,1.19919706826e-11,1.31718033147e-21,6.65195039927e-10,1.93375357254e-18,2.97127902729e-15
636,1636,1.24815e-08,1.07332757606e-11,1.05802160184e-21,6.43976021417e-10,1.76139292637e-17,2.02369102957e-15
637,1637,1.58637e-08,9.60190780941e-12,8.49259582344e-22,6.23385520129e-10,1.45932692807e-16,1.37297260726e-15
638,1638,9.70043e-09,8.58551381467e-12,6.81213113824e-22,6.03406582355e-10,1.09974038655e-15,9.27889874058e-16
639,1639,8.38072e-09,7.67288282378e-12,5.46037119569e-22,5.84022657103e-10,7.53822301525e-15,6.24666038388e-16
640,1640,8.89663e-09,6.85384621456e-12,4.3737903024e-22,5.65217588241e-10,4.6999043419e-14,4.18905682419e-16
641,1641,1.04949e-08,6.11918608445e-12,3.50098597326e-22,5.46975606743e-10,2.66532568993e-13,2.79834660174e-16
642,1642,1.79866e-08,5.46055115634e-12,2.80039573355e-22,5.29281323039e-10,1.37484196983e-12,1.862102809e-16
643,1643,1.13256e-08,4.87037963661e-12,2.23843798542e-22,5.12119719461e-10,6.45054645151e-12,1.23430560854e-16
644,1644,1.21998e-08,4.34182849831e-12,1.78799932225e-22,4.954761428e-10,2.75284311877e-11,8.1500194724e-17
645,1645,8.87235e-09,3.8687086979e-12,1.42720466239e-22,4.79336296957e-10,1.06858148958e-10,5.36057636541e-17
646,1646,1.8873e-08,3.4454258674e-12,1.13841808105e-22,4.63686235699e-10,3.77289797287e-10,3.51221606439e-17
647,1647,1.54788e-08,3.06692605539e-12,9.07431679803e-23,4.48512355521e-10,1.21166818559e-09,2.29228102573e-17
648,1648,8.70978e-09,2.72864611988e-12,7.22807603452e-23,4.33801388603e-10,3.53943204229e-09,1.49029207167e-17
649,1649,1.56346e-08,2.42646840447e-12,5.75344692153e-23,4.19540395878e-10,9.40426115832e-09,9.65143342621e-18
650,1650,1.11476e-08,2.15667935499e-12,4.57646486457e-23,4.05716760191e-10,2.27277798223e-08,6.22628712849e-18
651,1651,1.64771e-08,1.91593175904e-12,3.63771589033e-23,3.92318179569e-10,4.99609370658e-08,4.00113648945e-18
652,1652,2.16535e-08,1.70121031373e-12,2.88950895679e-23,3.79332660589e-10,9.98953716246e-08,2.56126482683e-18
653,1653,1.02199e-07,1.50980024876e-12,2.29359078985e-23,3.66748511845e-10,1.81677601564e-07,1.63321177074e-18
654,1654,2.49358e-07,1.33925875233e-12,1.81930054699e-23,3.54554337521e-10,3.00537478526e-07,1.0374027954e-18
655,1655,6.06869e-07,1.18738896638e-12,1.44208077567e-23,3.42739031059e-10,4.52206831015e-07,6.56400983995e-19
656,1656,6.92814e-07,1.05221633536e-12,1.14227677752e-23,3.31291768928e-10,6.18894791986e-07,4.13721346808e-19
657,1657,7.39174e-07,9.31967109439e-13,9.04169246231e-24,3.20202004497e-10,7.70438127892e-07,2.59754770941e-19
658,1658,7.94624e-07,8.25048818417e-13,7.15195441637e-24,3.09459462e-10,8.72368420728e-07,1.62456103738e-19
659,1659,8.46846e-07,7.30032547028e-13,5.65322625841e-24,2.99054130608e-10,8.98469490335e-07,1.01210467312e-19
660,1660,9.17494e-07,6.45636855704e-13,4.46544372276e-24,2.88976258586e-10,8.41681849614e-07,6.28104238298e-20
661,1661,9.50767e-07,5.70713203337e-13,3.52475955411e-24,2.79216347564e-10,7.17189329276e-07,3.88288845516e-20
662,1662,9.26574e-07,5.0423274011e-13,2.78029574803e-24,2.69765146886e-10,5.55854218698e-07,2.39108492943e-20
663,1663,8.18418e-07,4.45274349196e-13,2.19153856674e-24,2.60613648075e-10,3.91858455606e-07,1.46673611835e-20
664,1664,5.2363e-07,3.9301382608e-13,1.726250682e-24,2.51753079373e-10,2.51268917305e-07,8.96243188234e-21
665,1665,8.04425e-09,3.46714093409e-13,1.35879904097e-24,2.43174900393e-10,1.46551255672e-07,5.45527497263e-21
666,1666,1.87607e-08,3.05716357852e-13,1.06881668127e-24,2.34870796848e-10,7.77466256455e-08,3.30768635022e-21
667,1667,1.84946e-08,2.69432123274e-13,8.40132601838e-25,2.26832675393e-10,3.75158493671e-08,1.99778566684e-21
668,1668,1.58283e-08,2.37335981798e-13,6.59916634858e-25,2.19052658538e-10,1.64660430866e-08,1.20196095943e-21
669,1669,1.45701e-08,2.08959111065e-13,5.17996633225e-25,2.11523079667e-10,6.57362523432e-09,7.20358570046e-22
670,1670,1.47178e-08,1.83883412132e-13,4.06313658031e-25,2.04236478142e-10,2.3870519142e-09,4.30054988571e-22
671,1671,1.30085e-08,1.61736228188e-13,3.18487600199e-25,1.97185594497e-10,7.88424328593e-10,2.55750298409e-22
672,1672,8.3606e-09,1.42185589465e-13,2.49471109686e-25,1.9036336572e-10,2.36864185483e-10,1.5150438587e-22
673,1673,1.0756e-08,1.24935934574e-13,1.95274085402e-25,1.83762920626e-10,6.4726185109e-11,8.94028077699e-23
674,1674,1.61467e-08,1.09724262886e-13,1.52744502769e-25,1.77377575313e-10,1.60879923926e-11,5.25525759243e-23
675,1675,2.09022e-08,9.63166766721e-14,1.19394188717e-25,1.71200828707e-10,3.63718107809e-12,3.07718605117e-23
676,1676,1.17635e-08,8.45052754067e-14,9.3260429621e-26,1.65226358187e-10,7.47944242522e-13,1.79485925502e-23
677,1677,1.19522e-08,7.41053680935e-14,7.27961242908e-26,1.59448015303e-10,1.39899046128e-13,1.04285502783e-23
678,1678,7.94856e-09,6.49529725583e-14,5.67826591755e-26,1.5385982157e-10,2.38013457307e-14,6.03579355104e-24
679,1679,1.13943e-08,5.69025735428e-14,4.42608570638e-26,1.48455964342e-10,3.68323561858e-15,3.47985951104e-24
680,1680,1.25486e-08,4.98251140326e-14,3.44762907618e-26,1.43230792778e-10,5.1844026069e-16,1.99850823469e-24
681,1681,1.4456e-08,4.36061966484e-14,2.68360055683e-26,1.38178813875e-10,6.63757082829e-17,1.14331807669e-24
682,1682,9.93852e-09,3.81444741051e-14,2.08742958793e-26,1.3329468859e-10,7.72966809303e-18,6.51546018029e-25
683,1683,1.83649e-08,3.3350209735e-14,1.62256618121e-26,1.28573228037e-10,8.18754600256e-19,3.69862257938e-25
684,1684,8.15458e-09,2.9143990881e-14,1.2603455368e-26,1.24009389757e-10,7.88838120769e-20,2.09147094268e-25
685,1685,1.07164e-08,2.54555796184e-14,9.7830316568e-27,1.19598274071e-10,6.91294745799e-21,1.17809564521e-25
686,1686,1.43355e-08,2.22228867618e-14,7.58846460989e-27,1.15335120504e-10,5.51035846351e-22,6.61037599952e-26
687,1687,1.29748e-08,1.93910564825e-14,5.88208086011e-27,1.11215304281e-10,3.99519219965e-23,3.69478074878e-26
688,1688,7.00539e-09,1.69116500993e-14,4.5562200499e-27,1.07234332904e-10,2.63473373345e-24,2.05716003299e-26
689,1689,2.17363e-08,1.47419187334e-14,3.5267527564e-27,1.03387842792e-10,1.58043637324e-25,1.1409441372e-26
690,1690,5.89942e-09,1.2844155538e-14,2.72798489428e-27,9.96715959965e-11,8.62300286074e-27,6.30343938325e-27
691,1691,1.35983e-08,1.1185119141e-14,2.1086550048e-27,9.60814769857e-11,4.27938414824e-28,3.46902697927e-27
692,1692,8.43866e-09,9.73552077571e-15,1.62879236159e-27,9.26134894988e-11,1.93172476072e-29,1.90175545621e-27
693,1693,3.50601e-08,8.46956833577e-15,1.25725259326e-27,8.92637534664e-11,7.93141088746e-31,1.0385288397e-27
694,1694,2.52916e-08,7.36456127607e-15,9.69786154181e-28,8.6028501999e-11,2.96208066426e-32,5.64936127354e-28
695,1695,7.01276e-09,6.40053090177e-15,7.47525550843e-28,8.29040784403e-11,1.00620053239e-33,3.06123755518e-28
696,1696,1.53036e-08,5.5599211489e-15,5.75801414163e-28,7.98869334857e-11,3.10894782661e-35,1.65238640649e-28
697,1697,2.04064e-08,4.82730546536e-15,4.4321661829e-28,7.69736223648e-11,8.73742688498e-37,8.88470661462e-29
698,1698,1.20972e-08,4.1891358574e-15,3.4092273789e-28,7.41608020855e-11,2.23354601837e-38,4.75873439914e-29
699,1699,5.22085e-09,3.633520578e-15,2.62055043419e-28,7.14452287411e-11,5.1933487105e-40,2.53896513733e-29
700,1700,1.17863e-08,3.15002730354e-15,2.01291622461e-28,6.88237548764e-11,1.09835136431e-41,1.34939440779e-29
