,Wavelength,Intensity,Intensity_1416,Intensity_1320,Intensity_1200,Intensity_1655,Intensity_1535
240,1240,6.24797e-07,1.47952171518e-09,9.48565808758e-08,5.62484040489e-07,0.0,5.28619791048e-81
241,1241,6.33059e-07,1.61240679308e-09,1.00403910641e-07,5.61480606249e-07,0.0,1.66406362086e-80
242,1242,6.42481e-07,1.75635139363e-09,1.06201442041e-07,5.60435497161e-07,0.0,5.21811121148e-80
243,1243,6.52204e-07,1.91219296123e-09,1.12255291558e-07,5.5934895274e-07,0.0,1.62994756001e-79
244,1244,6.57997e-07,2.08082489855e-09,1.1857137434e-07,5.58221221678e-07,0.0,5.0716681661e-79
245,1245,6.58607e-07,2.26319967233e-09,1.25155375739e-07,5.57052561747e-07,0.0,1.57197243198e-78
246,1246,6.56993e-07,2.46033204025e-09,1.32012722064e-07,5.55843239701e-07,0.0,4.85350987297e-78
247,1247,6.51386e-07,2.67330239956e-09,1.39148550632e-07,5.54593531178e-07,0.0,1.49273874792e-77
248,1248,6.46428e-07,2.90326025766e-09,1.46567679197e-07,5.53303720588e-07,0.0,4.57328842346e-77
249,1249,6.56021e-07,3.15142782441e-09,1.54274574869e-07,5.51974101014e-07,0.0,1.39569420222e-76
250,1250,6.5804e-07,3.4191037256e-09,1.62273322614e-07,5.50604974092e-07,0.0,4.24295918226e-76
251,1251,6.63739e-07,3.70766683628e-09,1.70567593464e-07,5.49196649905e-07,0.0,1.28488521002e-75
252,1252,6.74027e-07,4.01858023237e-09,1.79160612539e-07,5.47749446861e-07,0.0,3.87593694529e-75
253,1253,6.74676e-07,4.35339525824e-09,1.88055127032e-07,5.46263691576e-07,0.0,1.16467827142e-74
254,1254,6.80392e-07,4.71375570741e-09,1.97253374269e-07,5.44739718747e-07,0.0,3.48619872791e-74
255,1255,6.76867e-07,5.10140211282e-09,2.06757049999e-07,5.43177871033e-07,0.0,1.03947776461e-73
256,1256,6.86286e-07,5.51817614236e-09,2.16567277066e-07,5.41578498919e-07,0.0,3.08741609891e-73
257,1257,6.87703e-07,5.96602509492e-09,2.26684574596e-07,5.39941960591e-07,0.0,9.13465231614e-73
258,1258,6.92442e-07,6.44700649096e-09,2.37108827878e-07,5.382686218e-07,0.0,2.69219043031e-72
259,1259,7.01894e-07,6.9632927513e-09,2.47839259087e-07,5.36558855727e-07,0.0,7.90380882927e-72
260,1260,7.0679e-07,7.51717595652e-09,2.58874399019e-07,5.34813042841e-07,0.0,2.31144718952e-71
261,1261,7.08015e-07,8.11107267887e-09,2.70212060007e-07,5.33031570762e-07,0.0,6.73361715047e-71
262,1262,7.14576e-07,8.74752887729e-09,2.81849310182e-07,5.31214834117e-07,0.0,1.95402340843e-70
263,1263,7.23147e-07,9.42922484559e-09,2.93782449251e-07,5.29363234392e-07,0.0,5.64843324814e-70
264,1264,7.31278e-07,1.01589802023e-08,3.06006985971e-07,5.27477179787e-07,0.0,1.6264590608e-69
265,1265,7.37137e-07,1.09397589104e-08,3.18517617474e-07,5.25557085064e-07,0.0,4.66525265396e-69
266,1266,7.48561e-07,1.1774674313e-08,3.31308210614e-07,5.23603371398e-07,0.0,1.33298142576e-68
267,1267,7.58311e-07,1.26669941717e-08,3.44371785513e-07,5.2161646622e-07,0.0,3.79393533128e-68
268,1268,7.65736e-07,1.36201456905e-08,3.57700501445e-07,5.19596803064e-07,0.0,1.0756541247e-67
269,1269,7.69591e-07,1.46377205108e-08,3.71285645225e-07,5.17544821408e-07,0.0,3.03789155596e-67
270,1270,7.7517e-07,1.57234796574e-08,3.85117622254e-07,5.15460966517e-07,0.0,8.54650957309e-67
271,1271,7.86784e-07,1.68813584183e-08,3.99185950353e-07,5.13345689278e-07,0.0,2.39509198257e-66
272,1272,7.9639e-07,1.8115471138e-08,4.13479256514e-07,5.11199446043e-07,0.0,6.68609445175e-66
273,1273,8.14791e-07,1.94301159013e-08,4.27985276714e-07,5.09022698462e-07,0.0,1.85925823908e-65
274,1274,8.19846e-07,2.08297790879e-08,4.42690858869e-07,5.06815913319e-07,0.0,5.15019673076e-65
275,1275,8.32691e-07,2.23191397716e-08,4.57581969063e-07,5.04579562366e-07,0.0,1.42110059032e-64
276,1276,8.37213e-07,2.39030739408e-08,4.72643701115e-07,5.02314122155e-07,0.0,3.90609424621e-64
277,1277,8.40941e-07,2.5586658514e-08,4.87860289569e-07,5.00020073867e-07,0.0,1.06949193144e-63
278,1278,8.40676e-07,2.73751751223e-08,5.03215126172e-07,4.97697903148e-07,0.0,2.91695147241e-63
279,1279,8.42358e-07,2.92741136328e-08,5.18690779863e-07,4.95348099932e-07,0.0,7.92497302342e-63
280,1280,8.46221e-07,3.12891753809e-08,5.34269020332e-07,4.92971158275e-07,0.0,2.14478260103e-62
281,1281,8.60516e-07,3.34262760842e-08,5.49930845137e-07,4.90567576178e-07,0.0,5.78210082116e-62
282,1282,8.72463e-07,3.5691548404e-08,5.65656510374e-07,4.88137855418e-07,0.0,1.55276216064e-61
283,1283,8.86078e-07,3.80913441244e-08,5.814255649e-07,4.85682501369e-07,0.0,4.1537572766e-61
284,1284,8.94439e-07,4.06322359155e-08,5.97216888034e-07,4.83202022834e-07,0.0,1.10686380972e-60
285,1285,8.96301e-07,4.33210186462e-08,6.13008730701e-07,4.80696931866e-07,0.0,2.93808365772e-60
286,1286,8.96686e-07,4.61647102141e-08,6.28778759931e-07,4.78167743596e-07,0.0,7.7687478191e-60
287,1287,9.0207e-07,4.91705518554e-08,6.44504106615e-07,4.75614976055e-07,0.0,2.0462316012e-59
288,1288,9.10323e-07,5.23460079018e-08,6.60161416395e-07,4.73039149999e-07,0.0,5.36877801896e-59
289,1289,9.1942e-07,5.5698764947e-08,6.75726903574e-07,4.70440788734e-07,0.0,1.40317876871e-58
290,1290,9.2867e-07,5.92367303881e-08,6.91176407864e-07,4.67820417942e-07,0.0,3.65314961221e-58
291,1291,9.3804e-07,6.29680303057e-08,7.06485453827e-07,4.65178565501e-07,0.0,9.47411843837e-58
292,1292,9.45429e-07,6.69010066464e-08,7.21629312797e-07,4.62515761314e-07,0.0,2.4475245537e-57
293,1293,9.49894e-07,7.10442136727e-08,7.36583067099e-07,4.5983253713e-07,0.0,6.29842847597e-57
294,1294,9.50951e-07,7.54064136453e-08,7.51321676331e-07,4.57129426373e-07,0.0,1.61456020279e-56
295,1295,9.52583e-07,7.99965717023e-08,7.65820045471e-07,4.54406963963e-07,0.0,4.12280867961e-56
296,1296,9.58358e-07,8.48238499019e-08,7.80053094569e-07,4.51665686143e-07,0.0,1.0486945641e-55
297,1297,9.7189e-07,8.98976003959e-08,7.93995829754e-07,4.48906130309e-07,0.0,2.65718473525e-55
298,1298,9.84752e-07,9.52273577016e-08,8.07623415281e-07,4.46128834831e-07,0.0,6.70673856989e-55
299,1299,9.96675e-07,1.00822830041e-07,8.20911246332e-07,4.43334338885e-07,0.0,1.68623423951e-54
300,1300,1.00499e-06,1.06693889721e-07,8.33835022284e-07,4.40523182278e-07,0.0,4.22319686074e-54
301,1301,1.01989e-06,1.12850562522e-07,8.46370820133e-07,4.37695905282e-07,0.0,1.05361427398e-53
302,1302,1.02501e-06,1.19303016074e-07,8.58495167774e-07,4.34853048457e-07,0.0,2.6184173018e-53
303,1303,1.02785e-06,1.26061547198e-07,8.70185116821e-07,4.31995152488e-07,0.0,6.48205893355e-53
304,1304,1.04037e-06,1.33136568186e-07,8.81418314653e-07,4.29122758015e-07,0.0,1.59846814293e-52
305,1305,1.05645e-06,1.40538592003e-07,8.92173075374e-07,4.26236405464e-07,0.0,3.92655687322e-52
306,1306,1.07648e-06,1.48278216405e-07,9.02428449374e-07,4.23336634886e-07,0.0,9.6080818935e-52
307,1307,1.0981e-06,1.56366106942e-07,9.12164291168e-07,4.20423985789e-07,0.0,2.34195419533e-51
308,1308,1.10841e-06,1.64812978857e-07,9.21361325225e-07,4.17498996974e-07,0.0,5.68639460773e-51
309,1309,1.12022e-06,1.7362957786e-07,9.30001209471e-07,4.14562206377e-07,0.0,1.37534764676e-50
310,1310,1.12734e-06,1.82826659781e-07,9.38066596182e-07,4.11614150906e-07,0.0,3.31363661142e-50
311,1311,1.13425e-06,1.92414969109e-07,9.45541189981e-07,4.08655366285e-07,0.0,7.95269209392e-50
312,1312,1.13801e-06,2.02405216408e-07,9.52409802664e-07,4.05686386892e-07,0.0,1.90125492959e-49
313,1313,1.14407e-06,2.1280805464e-07,9.58658404611e-07,4.02707745609e-07,0.0,4.52776038096e-49
314,1314,1.15945e-06,2.23634054393e-07,9.64274172522e-07,3.99719973663e-07,0.0,1.0740967777e-48
315,1315,1.17888e-06,2.34893678046e-07,9.69245533256e-07,3.9672360048e-07,0.0,2.53816756084e-48
316,1316,1.19018e-06,2.46597252878e-07,9.73562203569e-07,3.93719153528e-07,0.0,5.97467191127e-48
317,1317,1.21709e-06,2.58754943179e-07,9.77215225559e-07,3.90707158174e-07,0.0,1.40095675972e-47
318,1318,1.22873e-06,2.71376721364e-07,9.80196997635e-07,3.87688137536e-07,0.0,3.27229385847e-47
319,1319,1.24196e-06,2.84472338157e-07,9.82501300877e-07,3.84662612336e-07,0.0,7.61371752853e-47
320,1320,1.25129e-06,2.9805129187e-07,9.84123320647e-07,3.81631100762e-07,0.0,1.76464812991e-46
321,1321,1.26435e-06,3.12122796841e-07,9.85059663351e-07,3.78594118324e-07,0.0,4.0741440187e-46
322,1322,1.27592e-06,3.26695751084e-07,9.85308368272e-07,3.75552177719e-07,0.0,9.36982610009e-46
323,1323,1.29356e-06,3.41778703203e-07,9.84868914407e-07,3.72505788691e-07,0.0,2.14656271301e-45
324,1324,1.31201e-06,3.57379818649e-07,9.8374222229e-07,3.694554579e-07,0.0,4.89860620782e-45
325,1325,1.32951e-06,3.73506845386e-07,9.81930650779e-07,3.66401688792e-07,0.0,1.1135721805e-44
326,1326,1.34514e-06,3.90167079043e-07,9.79437988822e-07,3.63344981465e-07,0.0,2.52162855538e-44
327,1327,1.35572e-06,4.07367327641e-07,9.76269442257e-07,3.60285832547e-07,0.0,5.6880152465e-44
328,1328,1.36633e-06,4.25113875975e-07,9.72431615695e-07,3.57224735069e-07,0.0,1.27807778639e-43
329,1329,1.37142e-06,4.43412449753e-07,9.67932489581e-07,3.54162178343e-07,0.0,2.86068947651e-43
330,1330,1.38302e-06,4.62268179585e-07,9.62781392541e-07,3.51098647843e-07,0.0,6.37824279188e-43
331,1331,1.39585e-06,4.81685564924e-07,9.56988969156e-07,3.48034625089e-07,0.0,1.41660337562e-42
332,1332,1.41341e-06,5.01668438078e-07,9.5056714331e-07,3.44970587529e-07,0.0,3.13409671796e-42
333,1333,1.43414e-06,5.22219928392e-07,9.43529077299e-07,3.41907008433e-07,0.0,6.90706294461e-42
334,1334,1.45445e-06,5.43342426726e-07,9.35889126881e-07,3.38844356777e-07,0.0,1.51632162884e-41
335,1335,1.4766e-06,5.65037550341e-07,9.27662792506e-07,3.35783097141e-07,0.0,3.31593602235e-41
336,1336,1.49706e-06,5.87306108331e-07,9.18866666928e-07,3.32723689603e-07,0.0,7.22333659044e-41
337,1337,1.50836e-06,6.10148067711e-07,9.09518379476e-07,3.29666589637e-07,0.0,1.56742388e-40
338,1338,1.52218e-06,6.33562520303e-07,8.99636537225e-07,3.26612248018e-07,0.0,3.38806678526e-40
339,1339,1.53498e-06,6.57547650552e-07,8.89240663352e-07,3.2356111072e-07,0.0,7.29515229697e-40
340,1340,1.54749e-06,6.82100704393e-07,8.78351132958e-07,3.20513618827e-07,0.0,1.56470928637e-39
341,1341,1.56919e-06,7.07217959324e-07,8.66989106652e-07,3.17470208444e-07,0.0,3.34310374551e-39
342,1342,1.59017e-06,7.32894695806e-07,8.55176462201e-07,3.14431310602e-07,0.0,7.1151317302e-39
343,1343,1.61024e-06,7.59125170134e-07,8.42935724553e-07,3.11397351183e-07,0.0,1.50845699357e-38
344,1344,1.63077e-06,7.85902588915e-07,8.30289994542e-07,3.08368750829e-07,0.0,3.18566289805e-38
345,1345,1.65344e-06,8.13219085284e-07,8.17262876598e-07,3.05345924867e-07,0.0,6.70167864634e-38
346,1346,1.68172e-06,8.41065697003e-07,8.03878405767e-07,3.02329283235e-07,0.0,1.40437884059e-37
347,1347,1.69897e-06,8.69432346564e-07,7.90160974359e-07,2.993192304e-07,0.0,2.93158069212e-37
348,1348,1.71033e-06,8.98307823435e-07,7.76135258538e-07,2.96316165297e-07,0.0,6.09587881634e-37
349,1349,1.72931e-06,9.2767976857e-07,7.61826145156e-07,2.93320481255e-07,0.0,1.26266369586e-36
350,1350,1.74492e-06,9.57534661313e-07,7.47258659125e-07,2.90332565931e-07,0.0,2.60528932297e-36
351,1351,1.76003e-06,9.87857808809e-07,7.32457891636e-07,2.87352801252e-07,0.0,5.35477370838e-36
352,1352,1.78257e-06,1.01863333804e-06,7.17448929488e-07,2.84381563354e-07,0.0,1.09633475502e-35
353,1353,1.80562e-06,1.04984419061e-06,7.02256785811e-07,2.81419222523e-07,0.0,2.23595026098e-35
354,1354,1.83014e-06,1.08147212029e-06,6.86906332435e-07,2.78466143143e-07,0.0,4.54253196127e-35
355,1355,1.84685e-06,1.11349769366e-06,6.71422234164e-07,2.75522683648e-07,0.0,9.19286202475e-35
356,1356,1.85901e-06,1.14590029353e-06,6.55828885169e-07,2.72589196467e-07,0.0,1.85319188118e-34
357,1357,1.86901e-06,1.17865812571e-06,6.40150347731e-07,2.69666027984e-07,0.0,3.72140496566e-34
358,1358,1.87563e-06,1.21174822875e-06,6.24410293536e-07,2.66753518495e-07,0.0,7.44406871808e-34
359,1359,1.89936e-06,1.24514648704e-06,6.08631947687e-07,2.63852002166e-07,0.0,1.48330585563e-33
360,1360,1.91941e-06,1.27882764713e-06,5.92838035629e-07,2.60961806999e-07,0.0,2.94420432055e-33
361,1361,1.94678e-06,1.31276533741e-06,5.77050733102e-07,2.58083254794e-07,0.0,5.82132809311e-33
362,1362,1.97103e-06,1.34693209112e-06,5.61291619288e-07,2.55216661123e-07,0.0,1.14655028142e-32
363,1363,1.99605e-06,1.38129937278e-06,5.45581633227e-07,2.52362335296e-07,0.0,2.24947427196e-32
364,1364,2.0024e-06,1.41583760799e-06,5.29941033623e-07,2.49520580338e-07,0.0,4.39628513592e-32
365,1365,2.01321e-06,1.45051621662e-06,5.14389362099e-07,2.46691692965e-07,0.0,8.55869541583e-32
366,1366,2.01742e-06,1.48530364936e-06,4.98945409961e-07,2.43875963566e-07,0.0,1.65976341228e-31
367,1367,2.02347e-06,1.52016742766e-06,4.83627188506e-07,2.41073676181e-07,0.0,3.20628187026e-31
368,1368,2.04456e-06,1.55507418695e-06,4.68451902892e-07,2.38285108487e-07,0.0,6.16984294014e-31
369,1369,2.05585e-06,1.58998972309e-06,4.53435929576e-07,2.35510531788e-07,0.0,1.18266954939e-30
370,1370,2.05978e-06,1.6248790421e-06,4.38594797295e-07,2.32750211003e-07,0.0,2.25823751662e-30
371,1371,2.0793e-06,1.65970641295e-06,4.23943171566e-07,2.30004404658e-07,0.0,4.29529224767e-30
372,1372,2.08475e-06,1.69443542333e-06,4.09494842646e-07,2.27273364885e-07,0.0,8.13828163447e-30
373,1373,2.08403e-06,1.72902903846e-06,3.95262716902e-07,2.24557337414e-07,0.0,1.53599431665e-29
374,1374,2.09903e-06,1.76344966265e-06,3.81258811502e-07,2.21856561577e-07,0.0,2.88777531284e-29
375,1375,2.1018e-06,1.79765920351e-06,3.67494252334e-07,2.1917127031e-07,0.0,5.40821672413e-29
376,1376,2.1065e-06,1.83161913875e-06,3.5397927506e-07,2.16501690158e-07,0.0,1.00893147613e-28
377,1377,2.10018e-06,1.8652905854e-06,3.40723229183e-07,2.13848041283e-07,0.0,1.87493472401e-28
378,1378,2.09656e-06,1.8986343712e-06,3.27734585001e-07,2.11210537471e-07,0.0,3.47078354974e-28
379,1379,2.0618e-06,1.93161110804e-06,3.15020943313e-07,2.0858938615e-07,0.0,6.40008593408e-28
380,1380,2.05862e-06,1.9641812674e-06,3.02589047739e-07,2.05984788398e-07,0.0,1.17560378884e-27
381,1381,2.04647e-06,1.99630525728e-06,2.90444799498e-07,2.03396938964e-07,0.0,2.15106258201e-27
382,1382,2.03544e-06,2.02794350077e-06,2.78593274495e-07,2.00826026286e-07,0.0,3.92068554265e-27
383,1383,2.03701e-06,2.05905651581e-06,2.67038742541e-07,1.98272232512e-07,0.0,7.11848990722e-27
384,1384,2.02766e-06,2.08960499598e-06,2.55784688563e-07,1.95735733523e-07,0.0,1.28745077456e-26
385,1385,2.04664e-06,2.11954989219e-06,2.44833835622e-07,1.93216698959e-07,0.0,2.31947816732e-26
386,1386,2.07812e-06,2.14885249485e-06,2.34188169563e-07,1.90715292247e-07,0.0,4.16262072269e-26
387,1387,2.11985e-06,2.17747451647e-06,2.23848965152e-07,1.88231670628e-07,0.0,7.44149667033e-26
388,1388,2.15501e-06,2.20537817434e-06,2.13816813497e-07,1.85765985194e-07,0.0,1.32516707979e-25
389,1389,2.20086e-06,2.23252627302e-06,2.04091650619e-07,1.83318380915e-07,0.0,2.35070365198e-25
390,1390,2.23251e-06,2.25888228652e-06,1.94672786972e-07,1.80888996679e-07,0.0,4.15376595501e-25
391,1391,2.25545e-06,2.28441043979e-06,1.85558937772e-07,1.78477965328e-07,0.0,7.31144234618e-25
392,1392,2.26999e-06,2.30907578924e-06,1.76748253968e-07,1.76085413697e-07,0.0,1.28197924444e-24
393,1393,2.28687e-06,2.33284430226e-06,1.68238353696e-07,1.73711462656e-07,0.0,2.2391120385e-24
394,1394,2.32115e-06,2.35568293521e-06,1.60026354059e-07,1.7135622715e-07,0.0,3.89571836611e-24
395,1395,2.33974e-06,2.37755970981e-06,1.52108903108e-07,1.69019816247e-07,0.0,6.7517472709e-24
396,1396,2.34768e-06,2.39844378759e-06,1.44482211857e-07,1.66702333182e-07,0.0,1.1656326377e-23
397,1397,2.35569e-06,2.41830554227e-06,1.37142086222e-07,1.64403875404e-07,0.0,2.00458334469e-23
398,1398,2.39667e-06,2.43711662969e-06,1.30083958744e-07,1.62124534629e-07,0.0,3.43402484546e-23
399,1399,2.4206e-06,2.45485005513e-06,1.23302919982e-07,1.59864396886e-07,0.0,5.86002738013e-23
400,1400,2.42668e-06,2.47148023786e-06,1.16793749462e-07,1.57623542572e-07,0.0,9.96122510094e-23
401,1401,2.44304e-06,2.48698307259e-06,1.1055094609e-07,1.55402046507e-07,0.0,1.68671908992e-22
402,1402,2.47343e-06,2.50133598764e-06,1.04568757906e-07,1.53199977984e-07,0.0,2.84504842615e-22
403,1403,2.4802e-06,2.51451799973e-06,9.88412111329e-08,1.51017400834e-07,0.0,4.78028139749e-22
404,1404,2.4782e-06,2.52650976507e-06,9.33621383937e-08,1.48854373473e-07,0.0,8.0008137236e-22
405,1405,2.48195e-06,2.53729362664e-06,8.81252060678e-08,1.46710948972e-07,0.0,1.33392604602e-21
406,1406,2.50483e-06,2.54685365754e-06,8.31239406954e-08,1.4458717511e-07,0.0,2.21536985998e-21
407,1407,2.52979e-06,2.55517570015e-06,7.83517543866e-08,1.42483094436e-07,0.0,3.66503081084e-21
408,1408,2.53993e-06,2.56224740113e-06,7.38019691854e-08,1.40398744336e-07,0.0,6.03984667531e-21
409,1409,2.55056e-06,2.56805824188e-06,6.94678403489e-08,1.38334157092e-07,0.0,9.91496293027e-21
410,1410,2.55012e-06,2.57259956471e-06,6.53425785081e-08,1.3628935995e-07,0.0,1.62133654763e-20
411,1411,2.56964e-06,2.57586459428e-06,6.14193706875e-08,1.34264375183e-07,0.0,2.64102277945e-20
412,1412,2.57211e-06,2.57784845443e-06,5.76914001624e-08,1.32259220159e-07,0.0,4.28536697642e-20
413,1413,2.57584e-06,2.57854818038e-06,5.41518651441e-08,1.3027390741e-07,0.0,6.92661081854e-20
414,1414,2.58233e-06,2.57796272604e-06,5.07939962871e-08,1.28308444695e-07,0.0,1.11524542938e-19
415,1415,2.59701e-06,2.57609296667e-06,4.76110730177e-08,1.26362835078e-07,0.0,1.7886979699e-19
416,1416,2.60754e-06,2.57294169668e-06,4.45964386916e-08,1.24437076989e-07,0.0,2.85772525563e-19
417,1417,2.61094e-06,2.56851362265e-06,4.17435145904e-08,1.225311643e-07,0.0,4.54800390337e-19
418,1418,2.61288e-06,2.56281535167e-06,3.90458127734e-08,1.20645086395e-07,0.0,7.21004676142e-19
419,1419,2.60865e-06,2.55585537484e-06,3.64969478047e-08,1.18778828243e-07,0.0,1.1386027565e-18
420,1420,2.60151e-06,2.54764404626e-06,3.4090647381e-08,1.16932370468e-07,0.0,1.79111420101e-18
421,1421,2.59194e-06,2.5381935573e-06,3.1820761887e-08,1.15105689425e-07,0.0,2.80666914628e-18
422,1422,2.57345e-06,2.52751790647e-06,2.96812729096e-08,1.1329875727e-07,0.0,4.38102831988e-18
423,1423,2.55438e-06,2.51563286487e-06,2.76663007461e-08,1.11511542041e-07,0.0,6.81204953754e-18
424,1424,2.53889e-06,2.50255593735e-06,2.57701109427e-08,1.09744007723e-07,0.0,1.05510682265e-17
425,1425,2.52284e-06,2.48830631957e-06,2.39871199004e-08,1.07996114332e-07,0.0,1.62791588887e-17
426,1426,2.52155e-06,2.47290485104e-06,2.23118995915e-08,1.06267817985e-07,0.0,2.50198320196e-17
427,1427,2.51764e-06,2.45637396434e-06,2.07391814269e-08,1.04559070975e-07,0.0,3.8304845411e-17
428,1428,2.51058e-06,2.43873763071e-06,1.92638593172e-08,1.02869821852e-07,0.0,5.84170921657e-17
429,1429,2.49009e-06,2.42002130211e-06,1.78809919727e-08,1.01200015494e-07,0.0,8.874482828e-17
430,1430,2.48199e-06,2.40025185008e-06,1.65858044859e-08,9.95495931839e-08,0.0,1.34295997209e-16
431,1431,2.44764e-06,2.37945750147e-06,1.53736892402e-08,9.79184926897e-08,0.0,2.0244170216e-16
432,1432,2.42539e-06,2.35766777136e-06,1.4240206192e-08,9.63066483367e-08,0.0,3.03986144369e-16
433,1433,2.38325e-06,2.3349133933e-06,1.31810825678e-08,9.47139910859e-08,0.0,4.54699518799e-16
434,1434,2.33981e-06,2.31122624721e-06,1.21922120215e-08,9.31404486109e-08,0.0,6.77504364142e-16
435,1435,2.30095e-06,2.28663928506e-06,1.12696532954e-08,9.15859453737e-08,0.0,1.00557992896e-15
436,1436,2.26875e-06,2.26118645466e-06,1.04096284266e-08,9.00504027018e-08,0.0,1.48675015546e-15
437,1437,2.23376e-06,2.23490262178e-06,9.60852053979e-09,8.85337388646e-08,0.0,2.18965798701e-15
438,1438,2.20301e-06,2.20782349077e-06,8.86287126757e-09,8.70358691498e-08,0.0,3.21241374573e-15
439,1439,2.16678e-06,2.17998552416e-06,8.16937783658e-09,8.55567059397e-08,0.0,4.69465370204e-15
440,1440,2.13259e-06,2.15142586115e-06,7.52488985671e-09,8.40961587871e-08,0.0,6.83427650888e-15
441,1441,2.09685e-06,2.12218223559e-06,6.92640584966e-09,8.26541344916e-08,0.0,9.91056527948e-15
442,1442,2.04981e-06,2.09229289341e-06,6.37106955105e-09,8.12305371749e-08,0.0,1.43159839852e-14
443,1443,2.01146e-06,2.06179651002e-06,5.85616601887e-09,7.98252683564e-08,0.0,2.05996991692e-14
444,1444,1.9702e-06,2.03073210766e-06,5.37911757923e-09,7.8438227028e-08,0.0,2.95268725347e-14
445,1445,1.94054e-06,1.99913897318e-06,4.93747963887e-09,7.70693097296e-08,0.0,4.21590598205e-14
446,1446,1.90901e-06,1.96705657632e-06,4.52893639183e-09,7.57184106225e-08,0.0,5.99627140862e-14
447,1447,1.87526e-06,1.93452448879e-06,4.15129644635e-09,7.43854215645e-08,0.0,8.49549216608e-14
448,1448,1.84992e-06,1.90158230445e-06,3.80248839586e-09,7.30702321826e-08,0.0,1.19898210799e-13
449,1449,1.81834e-06,1.86826956062e-06,3.48055635676e-09,7.17727299469e-08,0.0,1.68559703142e-13
450,1450,1.78342e-06,1.83462566096e-06,3.18365549328e-09,7.04928002429e-08,0.0,2.36054188047e-13
451,1451,1.74892e-06,1.80068979993e-06,2.91004754885e-09,6.9230326444e-08,0.0,3.29296078768e-13
452,1452,1.71487e-06,1.76650088917e-06,2.65809640099e-09,6.79851899832e-08,0.0,4.57591875738e-13
453,1453,1.67227e-06,1.73209748586e-06,2.42626365578e-09,6.6757270424e-08,0.0,6.33412964468e-13
454,1454,1.63602e-06,1.69751772336e-06,2.21310429596e-09,6.55464455315e-08,0.0,8.73398592803e-13
455,1455,1.59795e-06,1.66279924419e-06,2.01726239565e-09,6.43525913422e-08,0.0,1.19965101136e-12
456,1456,1.56959e-06,1.62797913553e-06,1.83746691283e-09,6.31755822335e-08,0.0,1.64139935323e-12
457,1457,1.53263e-06,1.59309386746e-06,1.67252756973e-09,6.20152909925e-08,0.0,2.23712622187e-12
458,1458,1.50716e-06,1.55817923391e-06,1.52133082973e-09,6.08715888841e-08,0.0,3.03727150365e-12
459,1459,1.48238e-06,1.52327029659e-06,1.38283597841e-09,5.97443457188e-08,0.0,4.10765196695e-12
460,1460,1.44296e-06,1.48840133192e-06,1.25607131484e-09,5.86334299194e-08,0.0,5.53376306741e-12
461,1461,1.41031e-06,1.45360578107e-06,1.14013045859e-09,5.75387085868e-08,0.0,7.42616130417e-12
462,1462,1.36991e-06,1.41891620318e-06,1.03416877656e-09,5.6460047566e-08,0.0,9.92716163134e-12
463,1463,1.33142e-06,1.38436423186e-06,9.37399932914e-10,5.53973115104e-08,0.0,1.32191248552e-11
464,1464,1.29728e-06,1.34998053495e-06,8.4909256462e-10,5.43503639458e-08,0.0,1.75346544959e-11
465,1465,1.26758e-06,1.31579477768e-06,7.68567084074e-10,5.33190673335e-08,0.0,2.31690708809e-11
466,1466,1.24544e-06,1.28183558919e-06,6.95192609774e-10,5.23032831329e-08,0.0,3.04955815893e-11
467,1467,1.22352e-06,1.24813053237e-06,6.28384025165e-10,5.13028718628e-08,0.0,3.9983620736e-11
468,1468,1.20605e-06,1.21470607722e-06,5.67599165257e-10,5.03176931623e-08,0.0,5.22208834993e-11
469,1469,1.19069e-06,1.18158757746e-06,5.12336130023e-10,4.93476058507e-08,0.0,6.79396347736e-11
470,1470,1.17066e-06,1.1487992506e-06,4.62130723093e-10,4.83924679869e-08,0.0,8.80479193101e-11
471,1471,1.15421e-06,1.11636416129e-06,4.16554013847e-10,4.7452136927e-08,0.0,1.13666342032e-10
472,1472,1.13559e-06,1.08430420798e-06,3.75210020578e-10,4.65264693826e-08,0.0,1.46171117502e-10
473,1473,1.11085e-06,1.05264011283e-06,3.37733512102e-10,4.56153214765e-08,0.0,1.87244102282e-10
474,1474,1.09145e-06,1.02139141473e-06,3.03787924876e-10,4.47185487989e-08,0.0,2.3893051789e-10
475,1475,1.07135e-06,9.90576465524e-07,2.73063392448e-10,4.38360064621e-08,0.0,3.03705039465e-10
476,1476,1.05567e-06,9.602124292e-07,2.45274883854e-10,4.29675491542e-08,0.0,3.84546859671e-10
477,1477,1.031e-06,9.30315284013e-07,2.20160447415e-10,4.21130311923e-08,0.0,4.85024232101e-10
478,1478,1.0174e-06,9.00899827479e-07,1.97479556257e-10,4.12723065746e-08,0.0,6.0938884662e-10
479,1479,1.00095e-06,8.71979684103e-07,1.77011551771e-10,4.04452290312e-08,0.0,7.62680183909e-10
480,1480,9.84237e-07,8.43567315733e-07,1.58554181173e-10,3.96316520751e-08,0.0,9.50839731752e-10
481,1481,9.66365e-07,8.15674034441e-07,1.41922225266e-10,3.88314290508e-08,0.0,1.18083461598e-09
482,1482,9.42038e-07,7.88310017803e-07,1.26946212522e-10,3.8044413183e-08,0.0,1.46078980057e-09
483,1483,9.19706e-07,7.61484326458e-07,1.13471215563e-10,3.72704576244e-08,0.0,1.80012754219e-09
